"iso_639_3","language_name","population_l1","div_bordering_languages","area_km2","altitude_range","roughness"
"tae","Tariana",100,4,1388.307925,83.15193558,3.287874699
"taf","Tapirapé",560,1,1876.610206,169.9431343,4.088597775
"tag","Tagoi",13000,2,1207.62251,282.9220238,4.418931842
"tah","Tahitian",63000,0,1660.075004,128.2289448,4.56224215
"taj","Eastern Tamang",1197500,19,10443.42793,2396.482666,5.576754093
"tak","Tala",1000,5,32.76112015,819.1970825,5.055850029
"tal","Tal",10000,7,334.3570244,1071.028687,5.339579582
"tam","Tamil",64470000,8,151402.6543,726.088623,5.534014225
"tan","Tangale",130000,16,3383.214762,672.5984802,5.173569322
"tao","Yami",3380,0,50.87247947,1734.499023,6.972248077
"tap","Taabwa",281600,8,44405.22317,971.5714111,6.261603832
"taq","Tamasheq",281200,14,626865.6413,85.96744347,3.349972248
"tar","Central Tarahumara",30000,5,13751.26282,1516.830841,6.333429337
"tat","Tatar",4608800,10,509820.8811,356.2505493,4.533294439
"tau","Upper Tanana",110,0,376.3196898,1979.138,6.519896269
"tav","Tatuyo",400,7,2846.868626,80.84584554,3.646829605
"taw","Tai",900,2,23.52433752,2487.246094,6.933227539
"tax","Tamki",500,3,311.1689948,126.4101944,3.388356566
"tay","Atayal",84300,4,4688.954416,1654.575928,7.171802044
"taz","Tocho",3800,4,26.34475599,321.7355499,4.469157696
"tba","Aikanã",180,2,1038.230288,398.9295044,5.008751869
"tbc","Takia",40000,3,259.0744097,1746.354324,6.392463326
"tbd","Kaki Ae",630,2,35.57182776,1420.957909,5.826831877
"tbe","Tanimbili",15,2,13.11615703,0,4.557117939
"tbf","Mandara",4000,0,285.0844284,606.6106567,6.445653677
"tbg","North Tairora",6000,6,438.2445748,1916.283508,6.958115339
"tbh","Thurawal",0,5,52215.42544,594.3713074,5.007521629
"tbi","Gaam",67200,1,930.4879375,421.2042542,4.47379607
"tbj","Tiang",790,1,56.08767623,402.5843773,5.483319163
"tbk","Calamian Tagbanwa",10000,1,1781.976139,152.0910873,4.964099646
"tbl","Tboli",95300,3,2144.889824,604.0700836,6.342391809
"tbm","Tagbu",17000,20,498595.3225,217.4541473,4.275462627
"tbn","Barro Negro Tunebo",300,1,399.2218457,2119.287392,5.83397764
"tbo","Tawala",20000,8,660.224973,724.4180908,6.134134293
"tbp","Taworta",300,7,1161.765964,1704.911621,6.683114529
"tbr","Tumtum",7300,3,126.4713113,174.4994125,3.221096754
"tbs","Tanguat",740,6,88.77400759,1692.247772,6.021868944
"tbt","Tembo (Kitembo)",150000,6,4174.58767,801.5275574,6.076093197
"tbu","Tubar",0,1,48668.93932,960.913147,6.038095951
"tbw","Tagbanwa",10000,3,3570.535104,273.5409203,5.618168831
"tbx","Kapin",2350,4,109.3729274,1774.098022,7.179609299
"tby","Tabaru",15000,14,1528.425742,267.2740326,5.947149992
"tbz","Ditammari",147500,13,4297.751684,299.320343,4.737091064
"tca","Ticuna",47200,6,33965.56323,70.31346893,3.66943717
"tcb","Tanacross",60,0,660.3815465,1398.651367,6.588403225
"tcc","Barabayiiga-Gisamjanga",87800,15,11148.03101,790.0025024,5.884382963
"tcd","Tafi",4400,3,43.93255819,292.2878113,4.820472717
"tce","Southern Tutchone",140,0,662.6198037,630.559082,6.101591825
"tcf","Malinaltepec Me'phaa",37500,6,1056.642761,1895.124817,6.81501627
"tcg","Tamagario",3500,4,1063.750446,582.7323101,3.482729435
"tci","Anta-Komnzo-Wára-Wérè-Kémä",700,5,459.3559624,128.5826073,2.996761799
"tck","Tchitchege",2000,1,2.797175232,455.3654785,4.911571503
"tcl","Taman (Myanmar)",0,0,1610.223533,1239.764343,6.267516017
"tcm","Tanahmerah",500,2,933.7356908,751.7624969,5.963970661
"tcn","Tichurong",2420,3,157.1846561,2999.180756,6.646631122
"tco","Taungyo",40000,4,827.3591016,1038.355225,6.035415173
"tcp","Laamtuk Thet",700,2,75.87234416,1138.572601,5.978859425
"tcq","Kaiy",220,6,350.3919863,1422.156906,6.39846909
"tcs","Torres Strait Creole",6040,29,1730150.268,152.868988,4.130677223
"tct","T'en",20000,2,565.6539719,580.9098053,5.723902464
"tcu","Southeastern Tarahumara",5410,2,5186.22903,1395.465271,6.229724884
"tcw","Tecpatlán Totonac",540,2,95.84253083,2423.292725,6.603892326
"tcx","Toda",1560,2,67.79805382,792.9188232,5.967473507
"tcy","Tulu",1720000,6,8094.633707,627.3837891,5.834861517
"tcz","Thado Chin",269200,21,5610.203549,1087.531616,6.082821131
"tdb","Panchpargania",194000,5,3526.574003,497.3572845,5.300640345
"tdc","Emberá-Tadó",1000,3,1408.15727,1899.946289,6.585683823
"tdd","Tai Nüa",717400,39,31049.84933,1525.952393,6.605379581
"tdf","Talieng",29100,3,296.1269463,594.1185608,5.410693407
"tdg","Western Tamang",323000,10,3263.571945,4157.593262,7.131325722
"tdh","Thulung",20700,11,630.3323861,2290.923584,5.830791116
"tdi","Tomadino",600,1,23.44184999,876.5076294,6.428803444
"tdj","Tajio",12000,1,842.0810884,638.638855,6.608586788
"tdk","Tambas",3000,3,12.20625811,877.9816895,5.435926914
"tdl","Sur",5000,3,133.946206,774.4429525,5.214658101
"tdn","Tondano",92000,3,424.0127888,472.6541138,6.175251484
"tdo","Teme",4000,2,14.95893241,705.0296631,5.576126575
"tdq","Tita",3420,4,806.0899843,976.8762207,5.389647484
"tdr","Todrah",6000,3,204.8502429,1120.517181,6.200793028
"tds","Doutai",70,4,743.8996597,1702.566874,6.536175251
"tdv","Toro",3930,5,68.39114072,684.9346924,5.532274246
"tdx","Tandroy Malagasy",1300000,4,42426.76247,604.8831787,5.447840929
"tdy","Tadyawan",4150,4,822.5261004,564.9771118,6.273040771
"tea","Temiar",28000,5,8269.25887,908.2372437,6.207326889
"tec","Terik",601000,5,802.27891,1548.248291,6.39795804
"ted","Tepo Krumen",31210,7,4766.856771,103.5962045,4.36568594
"tee","Huehuetla Tepehua",3000,3,248.6050664,2423.292725,6.603892326
"tef","Teressa",2080,0,92.31533252,146.1823349,3.859568516
"teg","Teke-Tege",139300,7,15314.06297,316.1137199,4.551888108
"tei","Aro",520,6,73.18509352,798.9605103,5.861983538
"tek","Ibali Teke",203200,12,19682.84506,276.6676636,4.495100975
"tel","Telugu",73800000,7,288536.238,338.1945496,4.629011631
"tem","Timne",1230000,11,17349.51411,363.3670197,4.949072123
"ten","Tama (Colombia)",0,2,8428.642249,1471.856486,5.316898743
"teo","Teso",1909000,11,12617.76637,405.9611206,4.291295052
"tep","Tepecano",0,1,22404.07573,2019.798828,6.750309467
"teq","Temein",13000,2,74.11127539,246.8576584,4.508156061
"ter","Terena-Kinikinao-Chane",15800,2,19523.05703,411.8267212,4.946186543
"tes","Tengger",80000,2,239.511204,469.3520508,6.308537642
"tet","Tetum",463500,9,4806.379789,778.3484497,6.381267071
"teu","Soo",50,2,534.0652387,1473.646667,6.135944366
"tev","Teor",1100,0,18.76629939,250.8438358,5.570063114
"tew","Rio Grande Tewa",1500,2,734.349966,1208.314453,6.222305298
"tex","Tennet",10000,1,91.77201493,532.4448954,4.83806483
"tey","Tulishi",2500,2,197.7987131,194.3443298,4.087134123
"tfi","Tofin Gbe",66000,6,261.8414075,110.8378437,4.426436424
"tfn","Tanaina",75,1,8272.445789,874.2120056,6.353110313
"tfo","Tefaro",100,4,159.4233505,1179.54332,6.396161437
"tfr","Teribe",3300,4,3431.31335,1619.450378,7.004692554
"tft","Ternate",42000,2,250.3021862,268.3045845,5.856052995
"tga","Sagalla",100000,1,47.56484031,813.3692627,5.832933426
"tgb","Tobilung",0,4,407.0466265,436.6037292,5.798703909
"tgc","Tigak",6000,2,594.4999493,402.5843773,5.483319163
"tgd","Ciwogai",2000,3,67.44428704,567.3654785,4.772120476
"tge","Eastern Gorkha Tamang",3980,4,237.9819703,4157.593262,7.131325722
"tgf","Chalikha",1500,3,112.6545298,2694.639954,6.778354883
"tgi","Lawunuia",550,3,226.1986822,432.172699,6.399749279
"tgk","Tajik",4274000,17,103746.0379,3109.350342,7.101435661
"tgl","Tagalog",21500000,19,28974.21612,498.1347046,5.801852703
"tgo","Sudest",2000,1,780.2543064,162.4459991,4.398857594
"tgp","Movono",800,4,18.34935408,205.1739502,5.786854148
"tgq","Tring",550,5,99.99430218,455.9609299,5.545972347
"tgs","Nume",900,1,22.9958422,128.9803343,5.064426124
"tgt","Central Tagbanwa",2000,2,577.7744114,158.2107086,4.981387615
"tgu","Tanggu",3000,3,110.995984,1692.247772,6.021868944
"tgw","Tagwana Senoufo",138000,7,11217.25148,128.1869888,4.146265984
"tgx","Tagish",2,1,90.95374055,1111.81015,6.244224429
"tgy","Togoyo",0,1,11820.14331,723.9195099,5.158426046
"tha","Thai",20202460,17,154351.2918,584.6994781,5.064409971
"thd","Thayore",29,1,987.3322613,141.3252144,4.01897037
"the","Chitwania Tharu",285000,10,1335.468503,2448.70039,5.333576322
"thf","Thangmi",23700,10,692.9625607,2350.044067,6.070590973
"thh","Northern Tarahumara",1,2,3177.884675,1201.68631,6.239887238
"thi","Tai Long",4800,3,3969.40481,658.6688843,6.027511597
"thk","Tharaka",176000,5,1552.011175,1371.437164,6.201543331
"thl","Dangaura Tharu",674000,8,14380.20461,1236.356537,4.155774295
"thm","Thavung",700,4,155.8988055,712.0228271,6.122921944
"thn","Thachanadan",3000,1,241.1243241,859.1639404,6.48571682
"thp","Thompson",440,2,249.4804685,1481.461548,6.537956715
"thq","Kochila Tharu",258000,7,2184.294801,1486.648926,5.096989155
"thr","Rana Tharu",486000,4,11562.80365,1479.042236,4.493220806
"ths","Thakali",5240,2,299.5242404,4857.905762,7.085071564
"tht","Tahltan",130,2,249.2057697,876.8200684,6.193277836
"thu","Thuri",6600,5,2586.845391,231.3453369,4.182676315
"thv","Tahaggart Tamahaq",77000,5,533116.1793,830.6748962,5.225245476
"thy","Tha",1000,5,86.2590315,705.0296631,5.576126575
"thz","Tayart Tamajeq",250000,5,208376.2633,374.6955872,4.40147686
"tia","Tidikelt-Tuat Tamazight",1000,1,2512.21813,264.2597885,4.646916866
"tic","Tira",40000,5,872.2617726,321.7355499,4.469157696
"tif","Tifal",3600,6,1790.945529,1750.407135,6.133559704
"tig","Tigre",1050000,5,45761.14394,1369.067261,6.781086445
"tih","Timugon Murut",0,5,820.9366321,945.8967285,6.378071308
"tii","Tiene",24500,3,2909.424637,266.3142815,4.54338032
"tij","Tilung",1420,2,14.29076936,2290.923584,5.830791116
"tik","Tikar",25000,9,8070.290334,989.5222778,5.306755066
"til","Tillamook",0,4,17741.81779,897.4563904,6.08579278
"tim","Timbe",11000,5,455.7196218,1394.412415,6.872071266
"tin","Tindi",2150,5,188.4783961,1877.404134,6.567530473
"tio","Teop",5000,4,387.2303734,529.6743622,6.531032801
"tip","Trimuris",300,5,370.0047452,573.8927612,5.544532776
"tiq","Tiefo-Daramandugu",1000,0,0.079502024,183.5507813,4.371095181
"tir","Tigrinya",6860000,10,64072.87524,1840.754456,6.615289211
"tis","Masadiit Itneg",7500,6,370.3266926,658.1363068,6.420113921
"tit","Tinigua",2,2,34481.71285,1666.087769,5.413847923
"tiu","Adasen",4000,6,806.4217373,764.6105347,6.461131732
"tiv","Tiv",2210000,27,26933.02427,604.9888153,5.125546932
"tiw","Tiwi",1740,1,7519.324855,77.90494792,3.757275581
"tix","Southern Tiwa",1600,2,925.5917858,753.637085,6.119211197
"tiy","Tiruray",50000,3,1417.696224,604.0700836,6.342391809
"tiz","Tai Hongjin",85000,7,1754.341414,802.500473,6.261995912
"tja","Tajuasohn",9600,5,2220.337522,214.1799545,4.432001591
"tjg","Tunjung",50000,9,5823.428416,582.9204712,5.072631359
"tji","Northern Tujia",70000,4,8853.758256,626.930748,6.05547297
"tjn","Tonjon",0,1,6385.606366,147.4858602,4.28346014
"tjo","Oued Righ",6000,2,38.34622494,293.8362236,4.241471052
"tjs","Southern Tujia",1500,0,7270.686904,426.5723419,5.786776543
"tju","Tjurruru",0,2,6412.676561,345.147995,5.021546602
"tkb","Buksa",43000,3,6222.92764,2676.26771,5.765721321
"tkd","Tukudede",39500,2,558.9687525,777.1521912,6.346073627
"tke","Takwane",181000,5,7180.994542,556.674703,5.33672603
"tkg","Tesaka Malagasy",1130000,4,9757.610183,938.4590454,6.298863888
"tkl","Tokelau",1410,0,20.02274922,NA,NA
"tkn","Toku-No-Shima",5100,0,248.8749359,65.58915901,4.540869474
"tkp","Tikopia",3320,0,9.592257756,59.40780258,4.627094507
"tkq","Tee",313000,4,50.48419284,269.6792212,4.263822079
"tkr","Tsakhur",23600,6,1486.055998,2497.070679,7.106041431
"tks","Takestani",220000,2,7444.215484,1425.54244,6.564005534
"tkt","Kathoriya Tharu",106000,3,682.1077606,2398.746826,5.375218153
"tku","Upper Necaxa Totonac",3400,2,93.92795395,2423.292725,6.603892326
"tkw","Teanu",520,0,201.7107358,12.88777924,3.804958701
"tkx","Tangko",100,4,96.8600988,1920.527695,5.931137681
"tkz","Takua",6000,4,1032.806494,935.0294647,6.20267415
"tla","Southwestern Tepehuan",8700,2,3945.566265,1863.745178,6.69279933
"tlb","Tobelo",27700,8,3853.006785,268.3045845,5.856052995
"tlc","Yecuatla Totonac",500,1,55.61638627,1915.412781,6.817436695
"tld","Talaud",82000,0,1018.334154,78.00811768,4.58688736
"tlf","Telefol",5400,6,1817.541199,1977.071716,6.438100974
"tlg","Tofanma",250,5,477.8662014,1651.89798,6.48093915
"tli","Tlingit",630,2,7368.034003,1534.702148,6.372180939
"tlj","Talinga-Bwisi",99400,5,710.1512002,794.3045044,6.016417265
"tlk","Taloki",550,1,54.21071547,304.6272469,5.662588239
"tll","Tetela",750000,19,74501.95578,123.2370453,3.949459314
"tlm","Tolomako",900,5,158.703707,170.2225342,6.111873627
"tln","Talondo'",1200,0,12.41930064,1520.108154,6.803731918
"tlo","Tasomi-Tata",1500,2,71.41998319,321.7355499,4.469157696
"tlp","Filomeno Mata Totonac",15100,1,4.74321077,2423.292725,6.603892326
"tlq","Muak",4960,4,665.5762141,658.2971191,6.076313376
"tlr","Talise",12500,3,1092.672741,245.5207443,5.292528152
"tls","Tambotalo",50,4,73.66521282,205.1739502,5.786854148
"tlt","Teluti",17000,3,454.182519,444.5083084,5.685680389
"tlu","Tulehu",18800,1,84.89998735,473.8993835,6.308526993
"tlv","Taliabu",4520,0,1498.843697,276.0440369,5.90691185
"tlx","Khehek",1600,1,197.4521527,71.9605484,4.823676586
"tly","North-Central Talysh",912000,4,5259.807734,1636.104034,6.636294961
"tma","Tama (Chad)",67900,8,14534.60095,403.6105957,4.779438019
"tmb","Avava",700,5,121.3687849,194.9789124,5.632886171
"tmc","Tumak",25200,5,2031.680286,136.3961639,3.896679401
"tmd","Haruai",2000,3,231.1254453,1938.298808,6.363640467
"tmf","Toba-Maskoy",1680,6,1652.944029,219.4145594,3.927027881
"tmg","Ternateño",0,1,738.3096564,268.3045845,5.856052995
"tmi","Tutuba",500,2,39.33900406,205.1739502,5.786854148
"tmj","Samarokena",400,4,378.9182199,577.4098816,5.764941692
"tml","Tamnim Citak",290,4,766.1999166,1866.431763,4.598676682
"tmm","Tai Thanh",20000,9,6443.239196,807.9206238,5.943467379
"tmn","Taman (Indonesia)",30000,4,699.1714843,627.9611664,5.675364971
"tmo","Temoq",0,4,1388.220917,337.6075821,5.089225133
"tmq","Tumleo",790,3,38.00732461,512.5372391,4.709376335
"tmr","Jewish Babylonian Aramaic (ca. 200-1200 CE)",0,2,114223.0642,330.5150146,4.574093342
"tms","Tima",0,1,14.02061814,194.3443298,4.087134123
"tmt","Tasmate",150,4,248.794357,170.2225342,6.111873627
"tmu","Iau",600,9,2072.459057,1396.417938,6.374885559
"tmv","Motembo-Kunda-Buja",5000,7,10932.86314,90.73430888,3.728770177
"tmy","Tami",2100,2,4.286083118,1402.202866,6.950956821
"tmz","Tamanaku",0,0,21477.9177,997.6766357,5.807907104
"tna","Tacana",1820,1,6758.013933,1028.513753,4.817373355
"tnb","Western Tunebo",700,2,2383.108143,3108.889893,7.249542236
"tnc","Tanimuca-Retuarã",300,2,1379.169418,65.30017376,3.530091286
"tnd","Angosturas Tunebo",50,1,170.0348194,2119.287392,5.83397764
"tng","Tobanga",30000,8,2589.698877,136.7696972,3.534199655
"tnh","Maiani",3040,3,12.6888632,1729.778381,6.094121933
"tnk","Kwamera",3500,2,85.78740386,96.69926071,4.426439047
"tnl","Lenakel",11500,3,68.76661681,96.69926071,4.426439047
"tnm","Tabla",3750,6,253.8950142,1018.881248,6.221927762
"tnn","North Tanna",5000,2,114.4212094,96.69926071,4.426439047
"tnp","Whitesands",7500,4,138.0971763,96.69926071,4.426439047
"tnq","Taino",0,1,3984.960272,5.883277893,2.337178886
"tnr","Bedik",3380,2,614.9159834,218.1208115,4.445030332
"tns","Tenis",30,0,0.805671883,215.4771423,4.185490131
"tnt","Tontemboan",150000,6,1900.886236,516.3922348,6.345150828
"tnu","Tay Khang",200,1,153.8722992,873.1468506,5.89741087
"tnv","Tangchangya",21600,9,694.5375589,947.0452271,5.980243206
"tnw","Tonsawang",20000,4,857.9070539,500.3680522,6.33802398
"tnx","Tanema",8,1,206.8717501,471.6794891,5.977975368
"tny","Tongwe",13000,2,3963.272082,629.4692993,6.033277988
"tnz","Maniq",195,2,2520.282638,168.7185822,5.091896057
"tob","Toba",41510,5,61044.96117,51.11118698,2.49274826
"toc","Coyutla Totonac",48100,4,299.9563513,2423.292725,6.603892326
"tod","Toma",220000,8,4771.385781,374.9085236,4.815354943
"tof","Gizrra",1050,3,188.8695092,41.55844879,3.171231508
"tog","Tonga (Nyasa)",170000,2,4581.008422,912.5556793,5.9896667
"toh","Gitonga",375000,3,5868.31018,147.9141846,4.10219264
"toi","Tonga (Zambia)",1467000,16,83815.46124,565.2667847,5.371322393
"toj","Tojolabal",34300,1,310.1546227,1584.173462,6.419814348
"tol","Tolowa-Chetco",1,1,108.7472989,637.4064426,6.271947145
"tom","Tombulu",60000,4,398.7495428,472.6541138,6.175251484
"ton","Tonga (Tonga Islands)",96300,0,618.9946928,62.75347614,3.230580807
"too","Xicotepec De Juárez Totonac",3000,4,110.384228,2423.292725,6.603892326
"top","Papantla Totonac",80000,3,2400.936834,1915.412781,6.817436695
"toq","Toposa",100000,3,21919.85225,723.9195099,5.158426046
"tor","Togbo-Vara Banda",24000,10,9666.142645,164.9235001,4.22927618
"tos","Highland Totonac",120000,3,499.7813405,2423.292725,6.603892326
"tou","Tho",68400,3,2187.08533,807.9206238,5.943467379
"tov","Upper Taromi",0,3,7122.267782,1765.666443,6.634549379
"tow","Towa",1790,2,128.03755,1208.314453,6.222305298
"tox","Tobian",22,0,3.629205294,NA,NA
"toy","Topoiyo",450,2,5.58161121,1543.032959,6.963805676
"tpa","Taupota",1280,4,116.3379929,724.4180908,6.134134293
"tpc","Azoyú Me'phaa",590,4,145.0178458,2254.434814,6.844264984
"tpe","Tippera",85000,7,4319.422743,584.7471504,4.48756206
"tpf","Tarpia",630,3,160.8140354,1028.864594,6.261529128
"tpg","Kula (Indonesia)",5000,3,325.8735687,777.1521912,6.346073627
"tpi","Tok Pisin",122000,14,29367.93092,1927.381836,7.102321863
"tpj","Tapieté",2520,9,6504.110408,714.8163554,4.841358503
"tpl","Tlacoapa Me'phaa",7500,4,716.1313357,1895.124817,6.81501627
"tpm","Tampulma",16000,3,424.9061613,154.2644596,4.186808705
"tpo","Tai Pao",3300,4,212.5528435,873.1468506,5.89741087
"tpp","Pisaflores Tepehua",4000,2,62.07227545,2423.292725,6.603892326
"tpq","Tukpa",610,2,199.9661384,3497.702759,6.824623346
"tpr","Tuparí",340,2,1643.912619,220.3445892,4.325234175
"tpt","Tlachichilco Tepehua",3000,3,61.25098918,2423.292725,6.603892326
"tpu","Tampuan",31000,5,1798.638103,862.6184998,5.62995863
"tpv","Tanapag",10,0,0.822580431,0.697793841,0.61640954
"tpx","Acatepec Me'phaa",40200,3,1409.344773,1895.124817,6.81501627
"tpy","Trumai",51,1,2011.410667,123.9270954,3.853194118
"tpz","Tinputz",3900,3,301.9594852,529.6743622,6.531032801
"tqb","Tenetehara",150,1,741.8013224,105.7821312,3.464817345
"tql","Lehali",250,0,12.77933042,128.9803343,5.064426124
"tqm","Turumsa",5,0,0.640457385,415.2581406,3.796748559
"tqn","Tenino",50,2,2288.48911,1122.638397,6.35544157
"tqo","Toaripi",23000,5,2032.871756,1758.155396,6.93413194
"tqp","Tomoip",700,4,735.7597381,609.057373,6.73592186
"tqq","Tunni",23000,5,9356.950343,168.0787537,3.737704575
"tqr","Torona",2,0,421.5833054,321.7355499,4.469157696
"tqt","Western Totonac",1610,1,50.89616881,2423.292725,6.603892326
"tqu","Touo",1870,1,282.0662101,173.9344635,5.439502239
"tqw","Tonkawa",0,2,97028.88085,419.0555954,4.960010529
"tra","Tirahi",100,2,12397.33264,2309.402954,6.437305212
"trb","Terebu",130,2,6.902510783,753.1196289,5.36567688
"trc","Copala Triqui",25000,5,310.4091937,1937.062744,6.740927696
"trd","Turi",2000,3,819.9991538,532.6000366,5.280814886
"tre","East Tarangan",6110,2,907.2435481,66.68032885,3.258910537
"trg","Lishán Didán",4230,5,1425.592339,744.2796631,6.180737019
"trh","Turaka",25,2,8.279335397,925.5508041,6.496482968
"tri","Trió",2130,4,1114.626349,226.465065,4.317281246
"trj","Toram",8460,2,1517.502218,136.2522011,3.571096063
"trm","Tregami",3500,2,65.49011282,3754.145508,7.082107067
"trn","Trinitario",5500,2,6047.344506,1930.40274,4.747195005
"tro","Tarao",870,3,48.26744012,1216.67041,6.178402901
"trp","Kok Borok",783000,10,8261.788979,584.7471504,4.48756206
"trq","San Martín Itunyoso Triqui",2000,4,47.7236048,1937.062744,6.740927696
"trr","Taushiro",1,1,1247.685179,142.1119356,3.684925556
"trs","Chicahuaxtla Triqui",4060,4,103.4723307,1937.062744,6.740927696
"trt","Tunggare",500,6,1898.878507,1554.899414,7.059056282
"tru","Turoyo",10000,3,221.9280804,1189.746246,5.761543989
"trv","Seediq",20000,4,2292.758048,1654.575928,7.171802044
"trw","Torwali",80000,3,506.1713009,3485.937256,7.034576178
"trx","Tringgus-Sembaan Bidayuh",850,3,74.80673736,242.6797485,4.850652536
"try","Turung",0,0,3007.143117,2148.637939,6.534326077
"trz","Torá",51,0,128496.4987,51.86921501,2.928831875
"tsa","Tsaangi",22210,6,3471.4191,436.4689102,5.23123765
"tsb","Tsamai",18000,6,1343.296164,1325.46106,6.516802788
"tsc","Tswa",1160000,7,97983.1239,169.6006622,4.189221382
"tsd","Tsakonian",200,0,1.345952383,793.697998,6.461420536
"tsg","Tausug",1062000,14,9010.82026,730.1161804,5.696975946
"tsh","Tsuvan",2300,3,60.97509444,467.9548645,5.13854599
"tsi","Southern-Coastal Tsimshian",350,2,3089.540009,1226.039795,6.377878666
"tsj","Tshangla",158200,14,7382.100968,2694.639954,6.778354883
"tsk","Tseku",12600,0,4562.092329,3438.553711,7.105974674
"tsl","Ts'ün-Lao",10000,4,108.4581059,736.7197723,6.17350173
"tsn","Tswana",5181700,33,671377.3758,166.8915176,4.023976207
"tso","Tsonga",3990000,9,105056.2926,453.3698711,4.693680823
"tsp","Northern Toussian",19500,5,1076.628694,183.5507813,4.371095181
"tsr","Akei",650,6,482.4709514,175.2849884,5.868500948
"tsu","Tsou",2130,2,976.20182,1091.506744,6.808021188
"tsv","Tsogo",12000,7,7916.210343,407.9687958,5.080605507
"tsw","Salka-Tsishingini",100000,8,5749.643923,256.430378,4.70682919
"tsx","Mubami",1730,7,3367.622478,982.692627,4.942091465
"tsz","Purepecha",40000,2,2963.868543,1478.244781,6.45381856
"ttb","Gaa",10000,7,346.8856093,967.1033936,5.869113684
"ttc","Tektiteko",4970,3,152.7875707,1827.145874,6.792926431
"ttd","Tauade",7000,5,1787.687255,1763.608978,7.142966628
"tte","Bwanabwana",2400,1,36.43988271,479.9099426,5.137923479
"ttf","Tuotomb",1000,2,14.4633139,786.6901398,5.513936996
"ttg","Tutong",16600,2,411.4532044,455.9609299,5.545972347
"tth","Upper Ta'oih",49900,6,2456.855327,869.99646,6.164500237
"tti","Tobati",100,6,132.9487452,1018.881248,6.221927762
"ttj","Tooro",488000,9,9433.427458,670.8221207,5.586185813
"ttk","Totoro",4,3,2533.945321,2931.504517,7.160820484
"ttl","Totela",1120,5,22409.17169,167.8841858,4.0095644
"ttm","Northern Tutchone",210,0,554.5173048,630.559082,6.101591825
"ttn","Towei",120,4,413.5503051,1651.89798,6.48093915
"tto","Lower Ta'oih",15800,3,604.0100122,911.9693909,6.132511139
"ttp","Tombelala",1100,1,22.87685816,876.5076294,6.428803444
"ttq","Tawallammat Tamajaq",640000,14,240738.3512,98.72477722,3.761738062
"ttr","Tera",101000,8,1985.994108,525.9998779,5.291288614
"tts","Northeastern Thai",15000000,20,167749.8408,413.0980682,4.913882017
"ttt","Muslim Tat",28010,8,4470.578734,1879.818298,7.04438138
"ttu","Torau",600,3,63.91720095,528.4359436,6.328845263
"ttv","Titan",3850,4,30.36578595,65.57713509,4.870939255
"ttw","Western Lowland Kenyah",600,5,205.4946938,657.9857178,5.671733379
"tty","Sikaritai",800,7,911.4194145,1422.156906,6.39846909
"ttz","Tsum",4790,0,208.4234612,4157.593262,7.131325722
"tua","Wiarumus",460,3,16.1998025,753.1196289,5.36567688
"tub","Tübatulabal",5,2,18702.47466,1287.728638,6.563966751
"tuc","Mutu",3500,0,2.783588379,1204.569611,6.71830225
"tud","Tuxá",1630,4,73073.70606,536.9365234,5.416628599
"tue","Tuyuca",940,5,945.4945181,80.182827,3.581890821
"tuf","Central Tunebo",2500,2,3456.45954,2119.287392,5.83397764
"tug","Tunia",2260,3,641.3622846,116.8445549,3.628498435
"tuh","Taulil",2000,3,11.221441,607.9211121,6.586853743
"tui","Tupuri",229000,6,3401.33295,323.4007854,4.433368146
"tuj","Tugutil",2590,8,4335.898546,268.3045845,5.856052995
"tuk","Turkmen",6930920,15,221601.4938,821.4753113,4.831242919
"tul","Tula",30000,5,488.5222127,525.9998779,5.291288614
"tum","Tumbuka",2566000,8,38033.26855,1195.589233,6.261137009
"tun","Tunica",0,3,62939.18731,81.19782257,3.451676607
"tuo","Tucano",6600,15,5277.873914,76.08055496,3.491845965
"tuq","Tedaga",40500,4,435889.9996,909.4573059,5.252486944
"tur","Turkish",67482800,23,618194.722,499.6628113,5.674925327
"tus","Tuscarora",9,5,354.648788,342.4877625,4.709231853
"tuv","Turkana",989000,14,59581.77714,1473.646667,6.135944366
"tux","Tuxináwa",0,1,26867.99323,104.9658813,3.593467891
"tuy","Tugen",140000,6,5058.286981,1587.238464,6.56069684
"tuz","Turka",37000,10,1500.171098,183.5507813,4.371095181
"tva","Vaghua",1960,1,370.3628147,359.3615227,6.040653865
"tvd","Tsuvadi",130000,8,6397.035503,245.196907,4.604712725
"tvk","Southeast Ambrym",3700,3,247.9097413,209.6103821,5.640644073
"tvl","Tuvalu",10700,0,27.89197656,NA,NA
"tvm","Tela-Masbuar",1050,2,20.17981101,64.12904263,3.995591462
"tvn","Tavoyan",400000,3,8993.762081,439.2780457,5.794784307
"tvo","Tidore",26000,6,773.9574207,269.3351364,5.764955997
"tvs","Taveta",21000,6,730.4433788,788.3458252,6.091187239
"tvt","Tutsa Naga",25000,3,749.2875973,2686.365173,6.832620025
"tvw","Sedoa",900,2,118.7167195,1033.923355,6.66309917
"tvy","Timor Pidgin",0,0,467.8740521,732.0151571,6.29342556
"twa","Twana",350,1,13157.24231,1267.574738,6.409031868
"twb","Western Tawbuid",6810,4,364.9511015,564.9771118,6.273040771
"twe","Teiwa",4000,5,181.5132325,568.1637573,6.116060734
"twf","Taos Northern Tiwa",1070,1,348.0690716,1468.892517,6.427648067
