lemma,form,paradigm_slot,phonemic_form
nǟdõ,līmõ nǟnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1;LGSPEC5,l iː m ə n æː n ə d
nǟdõ,līm nǟnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1,l iː m n æː n ə d
nǟdõ,um nǟmõst,V;ACT;FIN;DEB;POS;PRS;SG;1,u m n æː m ə s t
nǟdõ,algõ nǟgõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;2,ɑ l ɡ ə n æː ɡ ə
nǟdõ,nǟgõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;2,n æː ɡ ə
nǟdõ,iz nǟm,V;ACT;FIN;IND;NEG;PST;PL;1,i z n æː m
nǟdõ,nējid,V;ACT;FIN;QUOT;POS;PRS;PL;1,n eː j i d
nǟdõ,nǟks,V;ACT;FIN;COND;POS;PRS;SG;1,n æː k s
nǟdõ,līb nǟnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;1,l iː b n æː n d̪
nǟdõ,ät nǟtõ,V;ACT;FIN;IND;NEG;PRS;PL;2,æ t̪ n æː t ə
nǟdõ,um nǟmõst,V;ACT;FIN;DEB;POS;PRS;SG;3,u m n æː m ə s t
nǟdõ,äb līmõ nǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1;LGSPEC5,æ b l iː m ə n æː n ə d
nǟdõ,äb līm nǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1,æ b l iː m n æː n ə d
nǟdõ,algõd nǟgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;3,ɑ l ɡ ə d n æː ɡ ə d
nǟdõ,nējid,V;ACT;FIN;QUOT;POS;PRS;PL;3,n eː j i d
nǟdõ,äb nǟks,V;ACT;FIN;COND;NEG;PRS;SG;3,æ b n æː k s
nǟdõ,nǟb,V;ACT;FIN;IND;POS;PRS;SG;3,n æː b
nǟdõ,nǟgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;2,n æː ɡ ə d
nǟdõ,äb nǟ,V;ACT;FIN;IND;NEG;PRS;SG;1,æ b n æː
nǟdõ,äb lī nǟnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;3,æ b l iː n æː n d
nǟdõ,neizmõ,V;ACT;FIN;IND;POS;PST;PL;1,n e i z m ə
nǟdõ,nējid,V;ACT;FIN;QUOT;POS;PRS;PL;2,n eː j i d
nǟdõ,um nǟmõst,V;ACT;FIN;DEB;POS;PRS;SG;2,u m n æː m ə s t
nǟdõ,um nǟmõst,V;ACT;FIN;DEB;POS;PRS;PL;2,u m n æː m ə s t
nǟdõ,algõ nǟgõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;3,ɑ l ɡ ə n æː ɡ ə
nǟdõ,nǟgõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;1,n æː ɡ ə
nǟdõ,nǟmõ,V;LGSPEC3,n æː m ə
nǟdõ,nǟksmõ,V;ACT;FIN;COND;POS;PRS;PL;1,n æː k s m ə
nǟdõ,nǟbõd,V;ACT;FIN;IND;POS;PRS;PL;3,n æː b ə d
nǟdõ,äb nǟtõ,V;ACT;FIN;IND;NEG;PRS;PL;3,æ b n æː t ə
nǟdõ,um nǟmõst,V;ACT;FIN;DEB;POS;PRS;PL;3,u m n æː m ə s t
nǟdõ,līb nǟnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;3,l iː b n æː n d̪
nǟdõ,neiz,V;ACT;FIN;IND;POS;PST;SG;1,n e i z
nǟdõ,nǟmõt,V;LGSPEC4,n æː m ə t
nǟdõ,äb nǟksmõ,V;ACT;FIN;COND;NEG;PRS;PL;1,æ b n æː k s m ə
nǟdõ,nǟd,V;ACT;FIN;IND;POS;PRS;SG;2,n æː d̪
nǟdõ,nǟdõ,V;INF,n æː d ə
nǟdõ,äd nǟ,V;ACT;FIN;IND;NEG;PRS;SG;2,æ d n æː
nǟdõ,algid nǟgid!,V;ACT;FIN;IMP;PRS;NEG;PL;2,ɑ l ɡ i d n æː ɡ i d
nǟdõ,neiztõ,V;ACT;FIN;IND;POS;PST;PL;2,n e i z t ə
nǟdõ,iz nǟ,V;ACT;FIN;IND;NEG;PST;SG;3,i z n æː
nǟdõ,nēji,V;ACT;FIN;QUOT;POS;PRS;SG;2,n eː j i
nǟdõ,ät lītõ nǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2;LGSPEC5,æ t̪ l iː t ə n æː n ə d̪
nǟdõ,ät līt nǟnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2,æ t̪ l iː t n æː n ə d̪
nǟdõ,nǟt,V;ACT;FIN;IND;POS;PRS;PL;2,n æː t
nǟdõ,nǟdõd,V;PASS;V.PTCP,n æː d ə d
nǟdõ,ät nǟkstõ,V;ACT;FIN;COND;NEG;PRS;PL;2,æ t̪ n æː k s t ə
nǟdõ,nǟks,V;ACT;FIN;COND;POS;PRS;SG;3,n æː k s
nǟdõ,algõd nǟgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;1,ɑ l ɡ ə d n æː ɡ ə d
nǟdõ,äb lī nǟnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;1,æ b l iː n æː n d
nǟdõ,nēji,V;ACT;FIN;QUOT;POS;PRS;SG;1,n eː j i
nǟdõ,neizt,V;ACT;FIN;IND;POS;PST;SG;2,n e i z t
nǟdõ,nǟgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;1,n æː ɡ ə d
nǟdõ,izt nǟtõ,V;ACT;FIN;IND;NEG;PST;PL;3,i z t n æː t ə
nǟdõ,äb nǟks,V;ACT;FIN;COND;NEG;PRS;SG;1,æ b n æː k s
nǟdõ,lītõ nǟnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2;LGSPEC5,l iː t ə n æː n ə d
nǟdõ,līt nǟnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2,l iː t n æː n ə d
nǟdõ,nǟ!,V;ACT;FIN;IMP;PRS;POS;SG;2,n æː
nǟdõ,äb nǟ,V;ACT;FIN;IND;NEG;PRS;SG;3,æ b n æː
nǟdõ,nǟkst,V;ACT;FIN;COND;POS;PRS;SG;2,n æː k s t
nǟdõ,neiztõ,V;ACT;FIN;IND;POS;PST;PL;3,n e i z t ə
nǟdõ,nǟdsõ,V;LGSPEC2,n æː d̪ s ə
nǟdõ,nǟnd,V;ACT;V.PTCP,n æː n d̪
nǟdõ,izt nǟ,V;ACT;FIN;IND;NEG;PST;SG;2,i z t n æː
nǟdõ,nǟm,V;ACT;FIN;IND;POS;PRS;PL;1,n æː m
nǟdõ,nǟb,V;ACT;FIN;IND;POS;PRS;SG;1,n æː b
nǟdõ,nēji,V;ACT;FIN;QUOT;POS;PRS;SG;3,n eː j i
nǟdõ,äb nǟkstõ,V;ACT;FIN;COND;NEG;PRS;PL;3,æ b n æː k s t ə
nǟdõ,nǟkstõ,V;ACT;FIN;COND;POS;PRS;PL;3,n æː k s t ə
nǟdõ,alā nǟ!,V;ACT;FIN;IMP;PRS;NEG;SG;2,ɑ l ɑː n æː
nǟdõ,um nǟmõst,V;ACT;FIN;DEB;POS;PRS;PL;1,u m n æː m ə s t
nǟdõ,neiz,V;ACT;FIN;IND;POS;PST;SG;3,n e i z
nǟdõ,algõ nǟgõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;1,ɑ l ɡ ə n æː ɡ ə
nǟdõ,nǟgõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;3,n æː ɡ ə
nǟdõ,izt nǟtõ,V;ACT;FIN;IND;NEG;PST;PL;2,i z t n æː t ə
nǟdõ,äd nǟkst,V;ACT;FIN;COND;NEG;PRS;SG;2,æ d̪ n æː k s t
nǟdõ,äd lī nǟnd,V;ACT;FIN;IND;NEG;FUT;PRF;SG;2,æ d̪ l iː n æː n d̪
nǟdõ,līd nǟnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;2,l iː d n æː n d
nǟdõ,äb nǟm,V;ACT;FIN;IND;NEG;PRS;PL;1,æ b n æː m
pānda,algõd pangõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;2,ɑ l ɡ ə d p ɑ ŋ ɡ ə d
pānda,iz pan,V;ACT;FIN;IND;NEG;PST;SG;1,i z p ɑ n
pānda,lībõd pannõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;3,l iː b ə d p ɑ nː ə d
pānda,pangõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;3,p ɑ ŋ ɡ ə d
pānda,pangid!,V;ACT;FIN;IMP;PRS;POS;PL;2,p ɑ ŋ ɡ i d
pānda,äb lītõ pannõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3;LGSPEC5,æ b l iː t ə p ɑ nː ə d
pānda,äb līt pannõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3,æ b l iː t p ɑ nː ə d
pānda,pankstõ,V;ACT;FIN;COND;POS;PRS;PL;2,p ɑ ŋ k s t ə
pānda,līmõ pannõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1;LGSPEC5,l iː m ə p ɑ nː ə d
pānda,līm pannõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1,l iː m p ɑ nː ə d
pānda,um panmõst,V;ACT;FIN;DEB;POS;PRS;SG;1,u m p ɑ n m ə s t
pānda,algõ pangõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;2,ɑ l ɡ ə p ɑ ŋ ɡ ə
pānda,pangõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;2,p ɑ ŋ ɡ ə
pānda,iz panmõ,V;ACT;FIN;IND;NEG;PST;PL;1,i z p ɑ n m ə
pānda,paņņid,V;ACT;FIN;QUOT;POS;PRS;PL;1,p ɑ ɲ ɲ i d
pānda,panks,V;ACT;FIN;COND;POS;PRS;SG;1,p ɑ ŋ k s
pānda,līb pand,V;ACT;FIN;IND;POS;FUT;PRF;SG;1,l iː b p ɑ n d̪
pānda,ät pantõ,V;ACT;FIN;IND;NEG;PRS;PL;2,æ t̪ p ɑ n t ə
pānda,um panmõst,V;ACT;FIN;DEB;POS;PRS;SG;3,u m p ɑ n m ə s t
pānda,äb līmõ pannõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1;LGSPEC5,æ b l iː m ə p ɑ nː ə d
pānda,äb līm pannõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1,æ b l iː m p ɑ nː ə d
pānda,algõd pangõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;3,ɑ l ɡ ə d p ɑ ŋ ɡ ə d
pānda,paņņid,V;ACT;FIN;QUOT;POS;PRS;PL;3,p ɑ ɲ ɲ i d
pānda,äb panks,V;ACT;FIN;COND;NEG;PRS;SG;3,æ b p ɑ ŋ k s
pānda,panāb,V;ACT;FIN;IND;POS;PRS;SG;3,p ɑ n ɑː b
pānda,pangõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;2,p ɑ ŋ ɡ ə d
pānda,äb pan,V;ACT;FIN;IND;NEG;PRS;SG;1,æ b p ɑ n
pānda,äb lī pand,V;ACT;FIN;IND;NEG;FUT;PRF;SG;3,æ b l iː p ɑ n d̪
pānda,paņmõ,V;ACT;FIN;IND;POS;PST;PL;1,p ɑ ɲ m ə
pānda,paņņid,V;ACT;FIN;QUOT;POS;PRS;PL;2,p ɑ ɲ ɲ i d
pānda,um panmõst,V;ACT;FIN;DEB;POS;PRS;SG;2,u m p ɑ n m ə s t
pānda,um panmõst,V;ACT;FIN;DEB;POS;PRS;PL;2,u m p ɑ n m ə s t
pānda,algõ pangõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;3,ɑ l ɡ ə p ɑ ŋ ɡ ə
pānda,pangõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;1,p ɑ ŋ ɡ ə
pānda,panmõ,V;LGSPEC3,p ɑ n m ə
pānda,panksmõ,V;ACT;FIN;COND;POS;PRS;PL;1,p ɑ ŋ k s m ə
pānda,panbõd,V;ACT;FIN;IND;POS;PRS;PL;3,p ɑ n b ə d
pānda,äb pantõ,V;ACT;FIN;IND;NEG;PRS;PL;3,æ b p ɑ n t ə
pānda,um panmõst,V;ACT;FIN;DEB;POS;PRS;PL;3,u m p ɑ n m ə s t
pānda,līb pand,V;ACT;FIN;IND;POS;FUT;PRF;SG;3,l iː b p ɑ n d̪
pānda,paņ,V;ACT;FIN;IND;POS;PST;SG;1,p ɑ ɲ
pānda,panmõt,V;LGSPEC4,p ɑ n m ə t
pānda,äb panksmõ,V;ACT;FIN;COND;NEG;PRS;PL;1,æ b p ɑ ŋ k s m ə
pānda,panād,V;ACT;FIN;IND;POS;PRS;SG;2,p ɑ n ɑː d
pānda,pānda,V;INF,p ɑː n d ɑ
pānda,äd pan,V;ACT;FIN;IND;NEG;PRS;SG;2,æ d̪ p ɑ n
pānda,algid pangid!,V;ACT;FIN;IMP;PRS;NEG;PL;2,ɑ l ɡ i d p ɑ ŋ ɡ i d
pānda,paņtõ,V;ACT;FIN;IND;POS;PST;PL;2,p ɑ ɲ t ə
pānda,iz pan,V;ACT;FIN;IND;NEG;PST;SG;3,i z p ɑ n
pānda,paņņi,V;ACT;FIN;QUOT;POS;PRS;SG;2,p ɑ ɲ ɲ i
pānda,ät lītõ pannõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2;LGSPEC5,æ t̪ l iː t ə p ɑ nː ə d̪
pānda,ät līt pannõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2,æ t̪ l iː t p ɑ nː ə d̪
pānda,pant,V;ACT;FIN;IND;POS;PRS;PL;2,p ɑ n t
pānda,pandõd,V;PASS;V.PTCP,p ɑ n d ə d
pānda,ät pankstõ,V;ACT;FIN;COND;NEG;PRS;PL;2,æ t̪ p ɑ ŋ k s t ə
pānda,panks,V;ACT;FIN;COND;POS;PRS;SG;3,p ɑ ŋ k s
pānda,algõd pangõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;1,ɑ l ɡ ə d p ɑ ŋ ɡ ə d
pānda,äb lī pand,V;ACT;FIN;IND;NEG;FUT;PRF;SG;1,æ b l iː p ɑ n d̪
pānda,paņņi,V;ACT;FIN;QUOT;POS;PRS;SG;1,p ɑ ɲ ɲ i
pānda,paņt,V;ACT;FIN;IND;POS;PST;SG;2,p ɑ ɲ t
pānda,pangõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;1,p ɑ ŋ ɡ ə d
pānda,izt pantõ,V;ACT;FIN;IND;NEG;PST;PL;3,i z t p ɑ n t ə
pānda,äb panks,V;ACT;FIN;COND;NEG;PRS;SG;1,æ b p ɑ ŋ k s
pānda,lītõ pannõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2;LGSPEC5,l iː t ə p ɑ nː ə d
pānda,līt pannõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2,l iː t p ɑ nː ə d
pānda,pan!,V;ACT;FIN;IMP;PRS;POS;SG;2,p ɑ n
pānda,äb pan,V;ACT;FIN;IND;NEG;PRS;SG;3,æ b p ɑ n
pānda,pankst,V;ACT;FIN;COND;POS;PRS;SG;2,p ɑ ŋ k s t
pānda,paņtõ,V;ACT;FIN;IND;POS;PST;PL;3,p ɑ ɲ t ə
pānda,pandsõ,V;LGSPEC2,p ɑ n d̪ s ə
pānda,pand,V;ACT;V.PTCP,p ɑ n d̪
pānda,izt pan,V;ACT;FIN;IND;NEG;PST;SG;2,i z t p ɑ n
pānda,panmõ,V;ACT;FIN;IND;POS;PRS;PL;1,p ɑ n m ə
pānda,panāb,V;ACT;FIN;IND;POS;PRS;SG;1,p ɑ n ɑː b
pānda,paņņi,V;ACT;FIN;QUOT;POS;PRS;SG;3,p ɑ ɲ ɲ i
pānda,äb pankstõ,V;ACT;FIN;COND;NEG;PRS;PL;3,æ b p ɑ ŋ k s t ə
pānda,pankstõ,V;ACT;FIN;COND;POS;PRS;PL;3,p ɑ ŋ k s t ə
pānda,alā pan!,V;ACT;FIN;IMP;PRS;NEG;SG;2,ɑ l ɑː p ɑ n
pānda,um panmõst,V;ACT;FIN;DEB;POS;PRS;PL;1,u m p ɑ n m ə s t
pānda,paņ,V;ACT;FIN;IND;POS;PST;SG;3,p ɑ ɲ
pānda,algõ pangõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;1,ɑ l ɡ ə p ɑ ŋ ɡ ə
pānda,pangõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;3,p ɑ ŋ ɡ ə
pānda,izt pantõ,V;ACT;FIN;IND;NEG;PST;PL;2,i z t p ɑ n t ə
pānda,äd pankst,V;ACT;FIN;COND;NEG;PRS;SG;2,æ d̪ p ɑ ŋ k s t
pānda,äd lī pand,V;ACT;FIN;IND;NEG;FUT;PRF;SG;2,æ d̪ l iː p ɑ n d̪
pānda,līd pand,V;ACT;FIN;IND;POS;FUT;PRF;SG;2,l iː d̪ p ɑ n d̪
pānda,äb panmõ,V;ACT;FIN;IND;NEG;PRS;PL;1,æ b p ɑ n m ə
tūlda,algõd tulgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;2,ɑ l ɡ ə d t u l ɡ ə d
tūlda,iz tul,V;ACT;FIN;IND;NEG;PST;SG;1,i z t u l
tūlda,lībõd tunnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;3,l iː b ə d t u nː ə d
tūlda,tulgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;3,t u l ɡ ə d
tūlda,tulgid!,V;ACT;FIN;IMP;PRS;POS;PL;2,t u l ɡ i d
tūlda,äb lītõ tunnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3;LGSPEC5,æ b l iː t ə t u nː ə d
tūlda,äb līt tunnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3,æ b l iː t t u nː ə d
tūlda,tulkstõ,V;ACT;FIN;COND;POS;PRS;PL;2,t u l k s t ə
tūlda,līmõ tunnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1;LGSPEC5,l iː m ə t u nː ə d
tūlda,līm tunnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1,l iː m t u nː ə d
tūlda,um tulmõst,V;ACT;FIN;DEB;POS;PRS;SG;1,u m t u l m ə s t
tūlda,algõ tulgõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;2,ɑ l ɡ ə t u l ɡ ə
tūlda,tulgõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;2,t u l ɡ ə
tūlda,iz tulmõ,V;ACT;FIN;IND;NEG;PST;PL;1,i z t u l m ə
tūlda,tuļļid,V;ACT;FIN;QUOT;POS;PRS;PL;1,t u ʎː i d
tūlda,tulks,V;ACT;FIN;COND;POS;PRS;SG;1,t u l k s
tūlda,līb tund,V;ACT;FIN;IND;POS;FUT;PRF;SG;1,l iː b t u n d
tūlda,ät tultõ,V;ACT;FIN;IND;NEG;PRS;PL;2,æ t̪ t̪ u l t ə
tūlda,um tulmõst,V;ACT;FIN;DEB;POS;PRS;SG;3,u m t u l m ə s t
tūlda,äb līmõ tunnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1;LGSPEC5,æ b l iː m ə t u nː ə d
tūlda,äb līm tunnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;1,æ b l iː m t u nː ə d
tūlda,algõd tulgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;3,ɑ l ɡ ə d t u l ɡ ə d
tūlda,tuļļid,V;ACT;FIN;QUOT;POS;PRS;PL;3,t u ʎː i d
tūlda,äb tulks,V;ACT;FIN;COND;NEG;PRS;SG;3,æ b t u l k s
tūlda,tulāb,V;ACT;FIN;IND;POS;PRS;SG;3,t u l ɑː b
tūlda,tulgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;2,t u l ɡ ə d
tūlda,äb tul,V;ACT;FIN;IND;NEG;PRS;SG;1,æ b t u l
tūlda,äb lī tund,V;ACT;FIN;IND;NEG;FUT;PRF;SG;3,æ b l iː t u n d
tūlda,tuļmõ,V;ACT;FIN;IND;POS;PST;PL;1,t u ʎ m ə
tūlda,tuļļid,V;ACT;FIN;QUOT;POS;PRS;PL;2,t u ʎː i d
tūlda,um tulmõst,V;ACT;FIN;DEB;POS;PRS;SG;2,u m t u l m ə s t
tūlda,um tulmõst,V;ACT;FIN;DEB;POS;PRS;PL;2,u m t u l m ə s t
tūlda,algõ tulgõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;3,ɑ l ɡ ə t u l ɡ ə
tūlda,tulgõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;1,t u l ɡ ə
tūlda,tulmõ,V;LGSPEC3,t u l m ə
tūlda,tulksmõ,V;ACT;FIN;COND;POS;PRS;PL;1,t u l k s m ə
tūlda,tulbõd,V;ACT;FIN;IND;POS;PRS;PL;3,t u l b ə d
tūlda,äb tultõ,V;ACT;FIN;IND;NEG;PRS;PL;3,æ b t u l t ə
tūlda,um tulmõst,V;ACT;FIN;DEB;POS;PRS;PL;3,u m t u l m ə s t
tūlda,līb tund,V;ACT;FIN;IND;POS;FUT;PRF;SG;3,l iː b t u n d
tūlda,tuļ,V;ACT;FIN;IND;POS;PST;SG;1,t u ʎ
tūlda,tulmõt,V;LGSPEC4,t u l m ə t
tūlda,äb tulksmõ,V;ACT;FIN;COND;NEG;PRS;PL;1,æ b t u l k s m ə
tūlda,tulād,V;ACT;FIN;IND;POS;PRS;SG;2,t u l ɑː d
tūlda,tūlda,V;INF,t uː l d ɑ
tūlda,äd tul,V;ACT;FIN;IND;NEG;PRS;SG;2,æ d̪ t̪ u l
tūlda,algid tulgid!,V;ACT;FIN;IMP;PRS;NEG;PL;2,ɑ l ɡ i d t u l ɡ i d
tūlda,tuļtõ,V;ACT;FIN;IND;POS;PST;PL;2,t u ʎ t ə
tūlda,iz tul,V;ACT;FIN;IND;NEG;PST;SG;3,i z t u l
tūlda,tuļļi,V;ACT;FIN;QUOT;POS;PRS;SG;2,t u ʎː i
tūlda,ät lītõ tunnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2;LGSPEC5,æ t̪ l iː t ə t u nː ə d̪
tūlda,ät līt tunnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;2,æ t̪ l iː t t u nː ə d̪
tūlda,tult,V;ACT;FIN;IND;POS;PRS;PL;2,t u l t
tūlda,tuldõd,V;PASS;V.PTCP,t u l d ə d
tūlda,ät tulkstõ,V;ACT;FIN;COND;NEG;PRS;PL;2,æ t̪ t̪ u l k s t ə
tūlda,tulks,V;ACT;FIN;COND;POS;PRS;SG;3,t u l k s
tūlda,algõd tulgõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;1,ɑ l ɡ ə d t u l ɡ ə d
tūlda,äb lī tund,V;ACT;FIN;IND;NEG;FUT;PRF;SG;1,æ b l iː t u n d
tūlda,tuļļi,V;ACT;FIN;QUOT;POS;PRS;SG;1,t u ʎː i
tūlda,tuļt,V;ACT;FIN;IND;POS;PST;SG;2,t u ʎ t
tūlda,tulgõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;1,t u l ɡ ə d
tūlda,izt tultõ,V;ACT;FIN;IND;NEG;PST;PL;3,i z t t u l t ə
tūlda,äb tulks,V;ACT;FIN;COND;NEG;PRS;SG;1,æ b t u l k s
tūlda,lītõ tunnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2;LGSPEC5,l iː t ə t u nː ə d
tūlda,līt tunnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;2,l iː t t u nː ə d
tūlda,tul!,V;ACT;FIN;IMP;PRS;POS;SG;2,t u l
tūlda,äb tul,V;ACT;FIN;IND;NEG;PRS;SG;3,æ b t u l
tūlda,tulkst,V;ACT;FIN;COND;POS;PRS;SG;2,t u l k s t
tūlda,tuļtõ,V;ACT;FIN;IND;POS;PST;PL;3,t u ʎ t ə
tūlda,tuldsõ,V;LGSPEC2,t u l d s ə
tūlda,tund,V;ACT;V.PTCP,t u n d
tūlda,izt tul,V;ACT;FIN;IND;NEG;PST;SG;2,i z t t u l
tūlda,tulmõ,V;ACT;FIN;IND;POS;PRS;PL;1,t u l m ə
tūlda,tulāb,V;ACT;FIN;IND;POS;PRS;SG;1,t u l ɑː b
tūlda,tuļļi,V;ACT;FIN;QUOT;POS;PRS;SG;3,t u ʎː i
tūlda,äb tulkstõ,V;ACT;FIN;COND;NEG;PRS;PL;3,æ b t u l k s t ə
tūlda,tulkstõ,V;ACT;FIN;COND;POS;PRS;PL;3,t u l k s t ə
tūlda,alā tul!,V;ACT;FIN;IMP;PRS;NEG;SG;2,ɑ l ɑː t u l
tūlda,um tulmõst,V;ACT;FIN;DEB;POS;PRS;PL;1,u m t u l m ə s t
tūlda,tuļ,V;ACT;FIN;IND;POS;PST;SG;3,t u ʎ
tūlda,algõ tulgõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;1,ɑ l ɡ ə t u l ɡ ə
tūlda,tulgõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;3,t u l ɡ ə
tūlda,izt tultõ,V;ACT;FIN;IND;NEG;PST;PL;2,i z t t u l t ə
tūlda,äd tulkst,V;ACT;FIN;COND;NEG;PRS;SG;2,æ d̪ t u l k s t
tūlda,äd lī tund,V;ACT;FIN;IND;NEG;FUT;PRF;SG;2,æ d̪ l iː t u n d̪
tūlda,līd tund,V;ACT;FIN;IND;POS;FUT;PRF;SG;2,l iː d̪ t̪ u n d̪
tūlda,äb tulmõ,V;ACT;FIN;IND;NEG;PRS;PL;1,æ b t u l m ə
vȱlda,algõd vȯlkõd,V;ACT;FIN;LGSPEC1;NEG;PRS;PL;2,ɑ l ɡ ə d v ɯ l k ə d
vȱlda,iz ūo,V;ACT;FIN;IND;NEG;PST;SG;1,i z uː o
vȱlda,lībõd vȯnnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;3,l iː b ə d v ɯː nː ə d
vȱlda,vȯlkõd,V;ACT;FIN;LGSPEC1;POS;PRS;PL;3,v ɯ l k ə d
vȱlda,vȯlgid!,V;ACT;FIN;IMP;PRS;POS;PL;2,v ɯ l ɡ i d
vȱlda,äb lītõ vȯnnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3;LGSPEC5,æ b l iː t ə v ɯː nː ə d
vȱlda,äb līt vȯnnõd,V;ACT;FIN;IND;NEG;FUT;PRF;PL;3,æ b l iː t v ɯː nː ə d
vȱlda,vȯlkstõ,V;ACT;FIN;COND;POS;PRS;PL;2,v ɯ l k s t ə
vȱlda,līmõ vȯnnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1;LGSPEC5,l iː m ə v ɯː nː ə d
vȱlda,līm vȯnnõd,V;ACT;FIN;IND;POS;FUT;PRF;PL;1,l iː m v ɯː nː ə d
vȱlda,um vȯlmõst,V;ACT;FIN;DEB;POS;PRS;SG;1,u m v ɯ l m ə s t
vȱlda,algõ vȯlkõ,V;ACT;FIN;LGSPEC1;NEG;PRS;SG;2,ɑ l ɡ ə v ɯ l k ə
vȱlda,vȯlkõ,V;ACT;FIN;LGSPEC1;POS;PRS;SG;2,v ɯ l k ə
vȱlda,iz ūom,V;ACT;FIN;IND;NEG;PST;PL;1,i z uː o m
vȱlda,vȯļļid,V;ACT;FIN;QUOT;POS;PRS;PL;1,v ɯ ʎː i d
vȱlda,vȯlks,V;ACT;FIN;COND;POS;PRS;SG;1,v ɯ l k s
vȱlda,līb vȯnd,V;ACT;FIN;IND;POS;FUT;PRF;SG;1,l iː b v ɯː n d
vȱlda,ät ūotõ,V;ACT;FIN;IND;NEG;PRS;PL;2,æ t̪ uː o t ə
vȱlda,um vȯlmõst,V;ACT;FIN;DEB;POS;PRS;SG;3,u m v ɯ l m ə s t
