lemma,form,paradigm_slot,phonemic_form
sprehhan,sprāhhis,"V;SBJV;SG;2;PST",s̠ p r aː x x i s
sprehhan,sprehhe,"V;SBJV;SG;3;PRS",s̠ p r e x h e
sprehhan,sprāhhi,"V;SBJV;SG;3;PST",s̠ p r aː x x i
sprehhan,sprehhem,"V;SBJV;PL;1;PRS",s̠ p r e x h e m
sprehhan,sprehhemes,"V;SBJV;PL;1;PRS",s̠ p r e x h e m e s
sprehhan,sprāhhim,"V;SBJV;PL;1;PST",s̠ p r aː x h i m
sprehhan,sprāhhimes,"V;SBJV;PL;1;PST",s p r aː x x i m e s
sprehhan,sprehhet,"V;SBJV;PL;2;PRS",s̠ p r e x h e t
sprehhan,sprāhhit,"V;SBJV;PL;2;PST",s̠ p r aː x h i t
sprehhan,sprehhen,"V;SBJV;PL;3;PRS",s p r e x h e n
sprehhan,sprāhhin,"V;SBJV;PL;3;PST",s̠ p r aː x x i n
sprehhan,sprihh,"V;IMP;SG;PRS",s̠ p r i xʲ
sprehhan,sprehhet,"V;IMP;PL;PRS",s̠ p r e x h e t
borgēn,borgēn,"V;NFIN",b o r ɡ eː n
borgēn,borgem,"V;IND;SG;1;PRS",b o r ɡ e m
borgēn,borgeta,"V;IND;SG;1;PST",b o r ɡ e t a
borgēn,borges,"V;IND;SG;2;PRS",b o r ɡ e s
borgēn,borgetos,"V;IND;SG;2;PST",b o r ɡ e t o s
borgēn,borget,"V;IND;SG;3;PRS",b o r ɡ e t
borgēn,borgeta,"V;IND;SG;3;PST",b o r ɡ e t a
borgēn,borgem,"V;IND;PL;1;PRS",b o r ɡ e m
borgēn,borgemes,"V;IND;PL;1;PRS",b o r ɡ e m e s
borgēn,borgetum,"V;IND;PL;1;PST",b o r ɡ e t u m
borgēn,borgetumes,"V;IND;PL;1;PST",b o r ɡ e t u m e s
borgēn,borget,"V;IND;PL;2;PRS",b o r ɡ e t
borgēn,borgetut,"V;IND;PL;2;PST",b o r ɡ e t uː t
borgēn,borgent,"V;IND;PL;3;PRS",b o r ɡ e n t
borgēn,borgetun,"V;IND;PL;3;PST",b o r ɡ e t u n
borgēn,borge,"V;SBJV;SG;1;PRS",b o r ɡ e
borgēn,borgeti,"V;SBJV;SG;1;PST",b o r ɡ e t i
borgēn,borges,"V;SBJV;SG;2;PRS",b o r ɡ e s
borgēn,borgetis,"V;SBJV;SG;2;PST",b o r ɡ e t i s
borgēn,borge,"V;SBJV;SG;3;PRS",b o r ɡ e
borgēn,borgeti,"V;SBJV;SG;3;PST",b o r ɡ e t i
borgēn,borgem,"V;SBJV;PL;1;PRS",b o r ɡ e m
borgēn,borgemes,"V;SBJV;PL;1;PRS",b o r ɡ e m e s
borgēn,borgetim,"V;SBJV;PL;1;PST",b o r ɡ e t i m
borgēn,borgetimes,"V;SBJV;PL;1;PST",b o r ɡ e t iː m e s
borgēn,borget,"V;SBJV;PL;2;PRS",b o r ɡ e t
borgēn,borgetit,"V;SBJV;PL;2;PST",b o r ɡ e t i t
borgēn,borgen,"V;SBJV;PL;3;PRS",b o r ɡ e n
borgēn,borgetin,"V;SBJV;PL;3;PST",b o r ɡ e t i n
borgēn,borge,"V;IMP;SG;PRS",b o r ɡ e
borgēn,borget,"V;IMP;PL;PRS",b o r ɡ e t
irrōn,irrōn,"V;NFIN",i r r oː n
irrōn,irrom,"V;IND;SG;1;PRS",i r r o m
irrōn,irrota,"V;IND;SG;1;PST",i r r o t a
irrōn,irros,"V;IND;SG;2;PRS",i r r o s
irrōn,irrotos,"V;IND;SG;2;PST",i r r o t o s
irrōn,irrot,"V;IND;SG;3;PRS",i r r o t
irrōn,irrota,"V;IND;SG;3;PST",i r r o t a
irrōn,irrom,"V;IND;PL;1;PRS",i r r o m
irrōn,irromes,"V;IND;PL;1;PRS",i r r o m e s
irrōn,irrotum,"V;IND;PL;1;PST",i r r o t u m
irrōn,irrotumes,"V;IND;PL;1;PST",i r r o t u m e s
irrōn,irrot,"V;IND;PL;2;PRS",i r r o t
irrōn,irrotut,"V;IND;PL;2;PST",i r r o t uː t
irrōn,irront,"V;IND;PL;3;PRS",i r r o n t
irrōn,irrotun,"V;IND;PL;3;PST",i r r o t u n
irrōn,irro,"V;SBJV;SG;1;PRS",i r r o
irrōn,irroti,"V;SBJV;SG;1;PST",i r r o t i
irrōn,irros,"V;SBJV;SG;2;PRS",i r r o s
irrōn,irrotis,"V;SBJV;SG;2;PST",i r r o t i s
irrōn,irro,"V;SBJV;SG;3;PRS",i r r o
irrōn,irroti,"V;SBJV;SG;3;PST",i r r o t i
irrōn,irrom,"V;SBJV;PL;1;PRS",i r r o m
irrōn,irromes,"V;SBJV;PL;1;PRS",i r r o m e s
irrōn,irrotim,"V;SBJV;PL;1;PST",i r r o t i m
irrōn,irrotimes,"V;SBJV;PL;1;PST",i r r o t i m e s
irrōn,irrot,"V;SBJV;PL;2;PRS",i r r o t
irrōn,irrotit,"V;SBJV;PL;2;PST",i r r o t i t
irrōn,irron,"V;SBJV;PL;3;PRS",i r r o n
irrōn,irrotin,"V;SBJV;PL;3;PST",i r r o t i n
irrōn,irro,"V;IMP;SG;PRS",i r r o
irrōn,irrot,"V;IMP;PL;PRS",i r r o t
gluoen,gluoen,"V;NFIN",ɡ l u o̯ e n
gluoen,gluou,"V;IND;SG;1;PRS",ɡ l u o u̯
gluoen,gluota,"V;IND;SG;1;PST",ɡ l u o̯ t a
gluoen,gluois,"V;IND;SG;2;PRS",ɡ l u o j s
gluoen,gluotos,"V;IND;SG;2;PST",ɡ l u o̯ t o s
gluoen,gluoit,"V;IND;SG;3;PRS",ɡ l u o i t
gluoen,gluota,"V;IND;SG;3;PST",ɡ l u o̯ t a
gluoen,gluoem,"V;IND;PL;1;PRS",ɡ l u o̯ e m
gluoen,gluoemes,"V;IND;PL;1;PRS",ɡ l u o̯ e m e s
gluoen,gluotum,"V;IND;PL;1;PST",ɡ l u o̯ t u m
gluoen,gluotumes,"V;IND;PL;1;PST",ɡ l u o̯ t u m e s
gluoen,gluoet,"V;IND;PL;2;PRS",ɡ l u o e t
gluoen,gluotut,"V;IND;PL;2;PST",ɡ l u o̯ t uː t
gluoen,gluoent,"V;IND;PL;3;PRS",ɡ l u o e n t
gluoen,gluotun,"V;IND;PL;3;PST",ɡ l u o̯ t u n
gluoen,gluoe,"V;SBJV;SG;1;PRS",ɡ l u o e
gluoen,gluoti,"V;SBJV;SG;1;PST",ɡ l u o̯ t i
gluoen,gluoes,"V;SBJV;SG;2;PRS",ɡ l u o̯ e s
gluoen,gluotis,"V;SBJV;SG;2;PST",ɡ l u o̯ t i s
gluoen,gluoe,"V;SBJV;SG;3;PRS",ɡ l u o e
gluoen,gluoti,"V;SBJV;SG;3;PST",ɡ l u o̯ t i
gluoen,gluoem,"V;SBJV;PL;1;PRS",ɡ l u o̯ e m
gluoen,gluoemes,"V;SBJV;PL;1;PRS",ɡ l u o̯ e m e s
gluoen,gluotim,"V;SBJV;PL;1;PST",ɡ l u o̯ t i m
gluoen,gluotimes,"V;SBJV;PL;1;PST",ɡ l u o̯ t i m e s
gluoen,gluoet,"V;SBJV;PL;2;PRS",ɡ l u o e t
gluoen,gluotit,"V;SBJV;PL;2;PST",ɡ l u o̯ t i t
gluoen,gluoen,"V;SBJV;PL;3;PRS",ɡ l u o̯ e n
gluoen,gluotin,"V;SBJV;PL;3;PST",ɡ l u o̯ t i n
gluoen,gluoi,"V;IMP;SG;PRS",ɡ l u o j
gluoen,gluoet,"V;IMP;PL;PRS",ɡ l u o e t
wānen,wānen,"V;NFIN",w aː n e n
wānen,wānu,"V;IND;SG;1;PRS",w aː n u
wānen,wānita,"V;IND;SG;1;PST",w aː n i t a
wānen,wānis,"V;IND;SG;2;PRS",w aː n i s
wānen,wānitos,"V;IND;SG;2;PST",w aː n i t o s
wānen,wānit,"V;IND;SG;3;PRS",w aː n i t
wānen,wānita,"V;IND;SG;3;PST",w aː n i t a
wānen,wānem,"V;IND;PL;1;PRS",w aː n e m
wānen,wānemes,"V;IND;PL;1;PRS",w aː n e m e s
wānen,wānitum,"V;IND;PL;1;PST",w aː n i t u m
wānen,wānitumes,"V;IND;PL;1;PST",w aː n i t u m e s
wānen,wānet,"V;IND;PL;2;PRS",w aː n e t
wānen,wānitut,"V;IND;PL;2;PST",w aː n i t uː t
wānen,wānent,"V;IND;PL;3;PRS",w aː n e n t
wānen,wānitun,"V;IND;PL;3;PST",w aː n i t u n
wānen,wāne,"V;SBJV;SG;1;PRS",w aː n e
wānen,wāniti,"V;SBJV;SG;1;PST",w aː n i t i
wānen,wānes,"V;SBJV;SG;2;PRS",w aː n e s
wānen,wānitis,"V;SBJV;SG;2;PST",w aː n i t i s
wānen,wāne,"V;SBJV;SG;3;PRS",w aː n e
wānen,wāniti,"V;SBJV;SG;3;PST",w aː n i t i
wānen,wānem,"V;SBJV;PL;1;PRS",w aː n e m
wānen,wānemes,"V;SBJV;PL;1;PRS",w aː n e m e s
wānen,wānitim,"V;SBJV;PL;1;PST",w aː n i t i m
wānen,wānitimes,"V;SBJV;PL;1;PST",w aː n i t i m e s
wānen,wānet,"V;SBJV;PL;2;PRS",w aː n e t
wānen,wānitit,"V;SBJV;PL;2;PST",w aː n i t i t
wānen,wānen,"V;SBJV;PL;3;PRS",w aː n e n
wānen,wānitin,"V;SBJV;PL;3;PST",w aː n i t i n
wānen,wāni,"V;IMP;SG;PRS",w aː n i
wānen,wānet,"V;IMP;PL;PRS",w aː n e t
lāzan,lāzan,"V;NFIN",l aː z a n
lāzan,lāzu,"V;IND;SG;1;PRS",l aː z u
lāzan,liaz,"V;IND;SG;1;PST",l i a s
lāzan,lāzis,"V;IND;SG;2;PRS",l aː z i s
lāzan,liazi,"V;IND;SG;2;PST",l i a t͡s i
lāzan,lāzit,"V;IND;SG;3;PRS",l aː z i t
lāzan,liaz,"V;IND;SG;3;PST",l i a s
lāzan,lāzem,"V;IND;PL;1;PRS",l aː z e m
lāzan,lāzemes,"V;IND;PL;1;PRS",l aː z e m e s
lāzan,liazum,"V;IND;PL;1;PST",l i a t͡s u m
lāzan,liazumes,"V;IND;PL;1;PST",l i a t͡s u m e s
lāzan,lāzet,"V;IND;PL;2;PRS",l aː z e t
lāzan,liazut,"V;IND;PL;2;PST",l i a t͡s u t
lāzan,lāzant,"V;IND;PL;3;PRS",l aː z a n t
lāzan,liazun,"V;IND;PL;3;PST",l i a t͡s u n
lāzan,lāze,"V;SBJV;SG;1;PRS",l aː z e
lāzan,liazi,"V;SBJV;SG;1;PST",l i a t͡s i
lāzan,lāzes,"V;SBJV;SG;2;PRS",l aː z e s
lāzan,liazis,"V;SBJV;SG;2;PST",l i a t͡s i s
lāzan,lāze,"V;SBJV;SG;3;PRS",l aː z e
lāzan,liazi,"V;SBJV;SG;3;PST",l i a t͡s i
lāzan,lāzem,"V;SBJV;PL;1;PRS",l aː z e m
lāzan,lāzemes,"V;SBJV;PL;1;PRS",l aː z e m e s
lāzan,liazim,"V;SBJV;PL;1;PST",l i a z i m
lāzan,liazimes,"V;SBJV;PL;1;PST",l i a t͡s i m e s
lāzan,lāzet,"V;SBJV;PL;2;PRS",l aː z e t
lāzan,liazit,"V;SBJV;PL;2;PST",l i a t͡s i t
lāzan,lāzen,"V;SBJV;PL;3;PRS",l aː z e n
lāzan,liazin,"V;SBJV;PL;3;PST",l i a t͡s i n
lāzan,lāz,"V;IMP;SG;PRS",l aː z
lāzan,lāzet,"V;IMP;PL;PRS",l aː z e t
heizen,heizen,"V;NFIN",h e j t͡s e n
heizen,heizu,"V;IND;SG;1;PRS",h e j t͡s u
heizen,heizita,"V;IND;SG;1;PST",h e i t͡s i t a
heizen,heizis,"V;IND;SG;2;PRS",h e i̯ t͡s i s
heizen,heizitos,"V;IND;SG;2;PST",h e i̯ z i t o s
heizen,heizit,"V;IND;SG;3;PRS",h e i t͡s i t
heizen,heizita,"V;IND;SG;3;PST",h e i t͡s i t a
heizen,heizem,"V;IND;PL;1;PRS",h e j z e m
heizen,heizemes,"V;IND;PL;1;PRS",h e j z e m e s
heizen,heizitum,"V;IND;PL;1;PST",h e i̯ t͡s i t u m
heizen,heizitumes,"V;IND;PL;1;PST",h e i̯ t͡s i t u m e s
heizen,heizet,"V;IND;PL;2;PRS",h e j t͡s e t
heizen,heizitut,"V;IND;PL;2;PST",h e i̯ t͡s i t uː t
heizen,heizent,"V;IND;PL;3;PRS",h e j t͡s e n t
heizen,heizitun,"V;IND;PL;3;PST",h e i̯ t͡s i t u n
heizen,heize,"V;SBJV;SG;1;PRS",h e j t͡s e
heizen,heiziti,"V;SBJV;SG;1;PST",h e i z i t i
heizen,heizes,"V;SBJV;SG;2;PRS",h e j t͡s e s
heizen,heizitis,"V;SBJV;SG;2;PST",h e i t͡s i t i s
heizen,heize,"V;SBJV;SG;3;PRS",h e j t͡s e
heizen,heiziti,"V;SBJV;SG;3;PST",h e i z i t i
heizen,heizem,"V;SBJV;PL;1;PRS",h e j z e m
heizen,heizemes,"V;SBJV;PL;1;PRS",h e j z e m e s
heizen,heizitim,"V;SBJV;PL;1;PST",h e i̯ z i t i m
heizen,heizitimes,"V;SBJV;PL;1;PST",h e i̯ t͡s i t i m e s
heizen,heizet,"V;SBJV;PL;2;PRS",h e j t͡s e t
heizen,heizitit,"V;SBJV;PL;2;PST",h e i t͡s i t i t
heizen,heizen,"V;SBJV;PL;3;PRS",h e j t͡s e n
heizen,heizitin,"V;SBJV;PL;3;PST",h e i t͡s i t i n
heizen,heizi,"V;IMP;SG;PRS",h e i z i
heizen,heizet,"V;IMP;PL;PRS",h e j t͡s e t
widarsahhan,widarsahhan,"V;NFIN",w i d a r s a x h a n
widarsahhan,widarsahhu,"V;IND;SG;1;PRS",w i d a r s a x h u
widarsahhan,widarsuohh,"V;IND;SG;1;PST",w i ð a r s u o x
widarsahhan,widarsahhis,"V;IND;SG;2;PRS",w i ð a r s a x x i s
widarsahhan,widarsuohhi,"V;IND;SG;2;PST",w i ð a r s u o x h i
widarsahhan,widarsahhit,"V;IND;SG;3;PRS",w i d a r s a x x i t
widarsahhan,widarsuohh,"V;IND;SG;3;PST",w i ð a r s u o x
widarsahhan,widarsahhem,"V;IND;PL;1;PRS",w i d a r s a x h e m
widarsahhan,widarsahhemes,"V;IND;PL;1;PRS",w i d a r s a x h e m e s
widarsahhan,widarsuohhum,"V;IND;PL;1;PST",w i ð a r s u o x h u m
widarsahhan,widarsuohhumes,"V;IND;PL;1;PST",w i ð a r s u o̯ x h u m e s
widarsahhan,widarsahhet,"V;IND;PL;2;PRS",w i d a r s a x h e t
widarsahhan,widarsuohhut,"V;IND;PL;2;PST",w i ð a r s u o x h u t
widarsahhan,widarsahhant,"V;IND;PL;3;PRS",w i d a r s a x h a n t
widarsahhan,widarsuohhun,"V;IND;PL;3;PST",w i ð a r s u o̯ x h u n
widarsahhan,widarsahhe,"V;SBJV;SG;1;PRS",w i d a r s̠ a x h e
widarsahhan,widarsuohhi,"V;SBJV;SG;1;PST",w i ð a r s u o x h i
widarsahhan,widarsahhes,"V;SBJV;SG;2;PRS",w i ð a r s̠ a x h e s
widarsahhan,widarsuohhis,"V;SBJV;SG;2;PST",w i ð a r s u o x x i s
widarsahhan,widarsahhe,"V;SBJV;SG;3;PRS",w i d a r s̠ a x h e
widarsahhan,widarsuohhi,"V;SBJV;SG;3;PST",w i ð a r s u o x h i
widarsahhan,widarsahhem,"V;SBJV;PL;1;PRS",w i d a r s a x h e m
widarsahhan,widarsahhemes,"V;SBJV;PL;1;PRS",w i d a r s a x h e m e s
widarsahhan,widarsuohhim,"V;SBJV;PL;1;PST",w i ð a r s u o x h i m
widarsahhan,widarsuohhimes,"V;SBJV;PL;1;PST",w i ð a r s u o̯ x x i m e s
widarsahhan,widarsahhet,"V;SBJV;PL;2;PRS",w i d a r s a x h e t
widarsahhan,widarsuohhit,"V;SBJV;PL;2;PST",w i ð a r s u o x h i t
widarsahhan,widarsahhen,"V;SBJV;PL;3;PRS",w i d a r s a x h e n
widarsahhan,widarsuohhin,"V;SBJV;PL;3;PST",w i ð a r s u o x x i n
widarsahhan,widarsahh,"V;IMP;SG;PRS",w i d a r s a x
widarsahhan,widarsahhet,"V;IMP;PL;PRS",w i d a r s a x h e t
biogan,biogan,"V;NFIN",b i o ɡ a n
biogan,biugu,"V;IND;SG;1;PRS",b i u̯ ɡ u
biogan,boug,"V;IND;SG;1;PST",b o u ɡ
biogan,biugis,"V;IND;SG;2;PRS",b i u̯ ɡ i s
biogan,bugi,"V;IND;SG;2;PST",b u ɡ i
biogan,biugit,"V;IND;SG;3;PRS",b i u̯ ɡ i t
biogan,boug,"V;IND;SG;3;PST",b o u ɡ
biogan,biogem,"V;IND;PL;1;PRS",b i o ɡ e m
biogan,biogemes,"V;IND;PL;1;PRS",b i o ɡ e m e s
biogan,bugum,"V;IND;PL;1;PST",b u ɡ u m
biogan,bugumes,"V;IND;PL;1;PST",b u ɡ u m e s
biogan,bioget,"V;IND;PL;2;PRS",b i o ɡ e t
biogan,bugut,"V;IND;PL;2;PST",b u ɡ u t
biogan,biogant,"V;IND;PL;3;PRS",b i o ɡ a n t
biogan,bugun,"V;IND;PL;3;PST",b u ɡ u n
biogan,bioge,"V;SBJV;SG;1;PRS",b i o ɡ e
biogan,bugi,"V;SBJV;SG;1;PST",b u ɡ i
biogan,bioges,"V;SBJV;SG;2;PRS",b i o ɡ e s
biogan,bugis,"V;SBJV;SG;2;PST",b u ɡ i s
biogan,bioge,"V;SBJV;SG;3;PRS",b i o ɡ e
biogan,bugi,"V;SBJV;SG;3;PST",b u ɡ i
biogan,biogem,"V;SBJV;PL;1;PRS",b i o ɡ e m
biogan,biogemes,"V;SBJV;PL;1;PRS",b i o ɡ e m e s
biogan,bugim,"V;SBJV;PL;1;PST",b u ɡ i m
biogan,bugimes,"V;SBJV;PL;1;PST",b u ɡ i m e s
biogan,bioget,"V;SBJV;PL;2;PRS",b i o ɡ e t
biogan,bugit,"V;SBJV;PL;2;PST",b u ɡ i t
biogan,biogen,"V;SBJV;PL;3;PRS",b i o ɡ e n
biogan,bugin,"V;SBJV;PL;3;PST",b u ɡ i n
biogan,biug,"V;IMP;SG;PRS",b i u ɡ
biogan,bioget,"V;IMP;PL;PRS",b i o ɡ e t
wesan,wesan,"V;NFIN",w e s a n
wesan,bim,"V;IND;SG;1;PRS",b i m
wesan,was,"V;IND;SG;1;PST",w a s
wesan,bist,"V;IND;SG;2;PRS",b i s̠ t
wesan,wāri,"V;IND;SG;2;PST",w aː r i
wesan,ist,"V;IND;SG;3;PRS",i s̠ t
wesan,was,"V;IND;SG;3;PST",w a s
wesan,sum,"V;IND;PL;1;PRS",s u m
wesan,sumes,"V;IND;PL;1;PRS",s u m e s
wesan,wārum,"V;IND;PL;1;PST",w aː r u m
wesan,wārumes,"V;IND;PL;1;PST",w aː r u m e s
wesan,sīt,"V;IND;PL;2;PRS",s iː t
wesan,wārut,"V;IND;PL;2;PST",w aː r u t
wesan,sint,"V;IND;PL;3;PRS",s i n t
wesan,wārun,"V;IND;PL;3;PST",w aː r u n
wesan,sī,"V;SBJV;SG;1;PRS",s iː
wesan,wāri,"V;SBJV;SG;1;PST",w aː r i
wesan,sīs,"V;SBJV;SG;2;PRS",s iː s
wesan,sīst,"V;SBJV;SG;2;PRS",s iː s t
wesan,wāris,"V;SBJV;SG;2;PST",w aː r i s
wesan,wārist,"V;SBJV;SG;2;PST",w aː r i s̠ t
wesan,sī,"V;SBJV;SG;3;PRS",s iː
wesan,wāri,"V;SBJV;SG;3;PST",w aː r i
wesan,sīm,"V;SBJV;PL;1;PRS",s iː m
wesan,sīmes,"V;SBJV;PL;1;PRS",s iː m e s
wesan,wārim,"V;SBJV;PL;1;PST",w aː r i m
wesan,wārimes,"V;SBJV;PL;1;PST",w aː r i m e s
wesan,sīt,"V;SBJV;PL;2;PRS",s iː t
wesan,wārit,"V;SBJV;PL;2;PST",w aː r i t
wesan,sīn,"V;SBJV;PL;3;PRS",s iː n
wesan,wārin,"V;SBJV;PL;3;PST",w aː r i n
wesan,wes,"V;IMP;SG;PRS",w e s
wesan,wesit,"V;IMP;PL;PRS",w e s i t
fallan,fallan,"V;NFIN",f a l l a n
fallan,fallu,"V;IND;SG;1;PRS",f a l l u
fallan,fial,"V;IND;SG;1;PST",f i a l
fallan,fallis,"V;IND;SG;2;PRS",f a l l i s
fallan,fiali,"V;IND;SG;2;PST",f i a l i
fallan,fallit,"V;IND;SG;3;PRS",f a l l i t
fallan,fial,"V;IND;SG;3;PST",f i a l
fallan,fallem,"V;IND;PL;1;PRS",f a l l e m
fallan,fallemes,"V;IND;PL;1;PRS",f a l l e m e s
fallan,fialum,"V;IND;PL;1;PST",f i a l u m
fallan,fialumes,"V;IND;PL;1;PST",f i a l u m e s
fallan,fallet,"V;IND;PL;2;PRS",f a l l e t
fallan,fialut,"V;IND;PL;2;PST",f i a l u t
fallan,fallant,"V;IND;PL;3;PRS",f a l l a n t
fallan,fialun,"V;IND;PL;3;PST",f i a l u n
fallan,falle,"V;SBJV;SG;1;PRS",f a l l e
fallan,fiali,"V;SBJV;SG;1;PST",f i a l i
fallan,falles,"V;SBJV;SG;2;PRS",f a l l e s
fallan,fialis,"V;SBJV;SG;2;PST",f i a l i s
fallan,falle,"V;SBJV;SG;3;PRS",f a l l e
fallan,fiali,"V;SBJV;SG;3;PST",f i a l i
fallan,fallem,"V;SBJV;PL;1;PRS",f a l l e m
fallan,fallemes,"V;SBJV;PL;1;PRS",f a l l e m e s
fallan,fialim,"V;SBJV;PL;1;PST",f i a l i m
fallan,fialimes,"V;SBJV;PL;1;PST",f i a l i m e s
fallan,fallet,"V;SBJV;PL;2;PRS",f a l l e t
fallan,fialit,"V;SBJV;PL;2;PST",f i a l i t
fallan,fallen,"V;SBJV;PL;3;PRS",f a l l e n
fallan,fialin,"V;SBJV;PL;3;PST",f i a l i n
fallan,fall,"V;IMP;SG;PRS",f a l l
fallan,fallet,"V;IMP;PL;PRS",f a l l e t
badōn,badōn,"V;NFIN",b a d oː n
badōn,badom,"V;IND;SG;1;PRS",b a d o m
badōn,badota,"V;IND;SG;1;PST",b a d o t a
badōn,bados,"V;IND;SG;2;PRS",b a d o s
badōn,badotos,"V;IND;SG;2;PST",b a d o t o s
badōn,badot,"V;IND;SG;3;PRS",b a d o t
badōn,badota,"V;IND;SG;3;PST",b a d o t a
badōn,badom,"V;IND;PL;1;PRS",b a d o m
badōn,badomes,"V;IND;PL;1;PRS",b a d o m e s
badōn,badotum,"V;IND;PL;1;PST",b a d o t u m
badōn,badotumes,"V;IND;PL;1;PST",b a d o t u m e s
badōn,badot,"V;IND;PL;2;PRS",b a d o t
badōn,badotut,"V;IND;PL;2;PST",b a d o t uː t
badōn,badont,"V;IND;PL;3;PRS",b a d o n t
badōn,badotun,"V;IND;PL;3;PST",b a d o t u n
badōn,bado,"V;SBJV;SG;1;PRS",b a d o
badōn,badoti,"V;SBJV;SG;1;PST",b a d o t i
badōn,bados,"V;SBJV;SG;2;PRS",b a d o s
badōn,badotis,"V;SBJV;SG;2;PST",b a d o t i s
badōn,bado,"V;SBJV;SG;3;PRS",b a d o
badōn,badoti,"V;SBJV;SG;3;PST",b a d o t i
badōn,badom,"V;SBJV;PL;1;PRS",b a d o m
badōn,badomes,"V;SBJV;PL;1;PRS",b a d o m e s
badōn,badotim,"V;SBJV;PL;1;PST",b a d o t i m
badōn,badotimes,"V;SBJV;PL;1;PST",b a d o t i m e s
badōn,badot,"V;SBJV;PL;2;PRS",b a d o t
badōn,badotit,"V;SBJV;PL;2;PST",b a d o t i t
badōn,badon,"V;SBJV;PL;3;PRS",b a d o n
badōn,badotin,"V;SBJV;PL;3;PST",b a d o t i n
badōn,bado,"V;IMP;SG;PRS",b a d o
badōn,badot,"V;IMP;PL;PRS",b a d o t
lernēn,lernēn,"V;NFIN",l e r n eː n
lernēn,lernem,"V;IND;SG;1;PRS",l e r n e m
lernēn,lerneta,"V;IND;SG;1;PST",l e r n e t a
lernēn,lernes,"V;IND;SG;2;PRS",l e r n e s
lernēn,lernetos,"V;IND;SG;2;PST",l e r n e t o s
lernēn,lernet,"V;IND;SG;3;PRS",l e r n e t
lernēn,lerneta,"V;IND;SG;3;PST",l e r n e t a
lernēn,lernem,"V;IND;PL;1;PRS",l e r n e m
lernēn,lernemes,"V;IND;PL;1;PRS",l e r n e m e s
lernēn,lernetum,"V;IND;PL;1;PST",l e r n e t u m
lernēn,lernetumes,"V;IND;PL;1;PST",l e r n e t u m e s
lernēn,lernet,"V;IND;PL;2;PRS",l e r n e t
lernēn,lernetut,"V;IND;PL;2;PST",l e r n e t uː t
lernēn,lernent,"V;IND;PL;3;PRS",l e r n e n t
lernēn,lernetun,"V;IND;PL;3;PST",l e r n e t u n
lernēn,lerne,"V;SBJV;SG;1;PRS",l e r n e
lernēn,lerneti,"V;SBJV;SG;1;PST",l e r n e t i
lernēn,lernes,"V;SBJV;SG;2;PRS",l e r n e s
lernēn,lernetis,"V;SBJV;SG;2;PST",l e r n e t i s
lernēn,lerne,"V;SBJV;SG;3;PRS",l e r n e
lernēn,lerneti,"V;SBJV;SG;3;PST",l e r n e t i
lernēn,lernem,"V;SBJV;PL;1;PRS",l e r n e m
lernēn,lernemes,"V;SBJV;PL;1;PRS",l e r n e m e s
lernēn,lernetim,"V;SBJV;PL;1;PST",l e r n e t i m
lernēn,lernetimes,"V;SBJV;PL;1;PST",l e r n e t i m e s
lernēn,lernet,"V;SBJV;PL;2;PRS",l e r n e t
lernēn,lernetit,"V;SBJV;PL;2;PST",l e r n e t i t
lernēn,lernen,"V;SBJV;PL;3;PRS",l e r n e n
lernēn,lernetin,"V;SBJV;PL;3;PST",l e r n e t i n
lernēn,lerne,"V;IMP;SG;PRS",l e r n e
lernēn,lernet,"V;IMP;PL;PRS",l e r n e t
wīsen,wīsen,"V;NFIN",w iː s e n
wīsen,wīsu,"V;IND;SG;1;PRS",w iː s u
wīsen,wīsta,"V;IND;SG;1;PST",w iː s t a
wīsen,wīsis,"V;IND;SG;2;PRS",w iː s i s
wīsen,wīstos,"V;IND;SG;2;PST",w iː s t o s
wīsen,wīsit,"V;IND;SG;3;PRS",w iː s i t
wīsen,wīsta,"V;IND;SG;3;PST",w iː s t a
wīsen,wīsem,"V;IND;PL;1;PRS",w iː s e m
wīsen,wīsemes,"V;IND;PL;1;PRS",w iː s e m e s
wīsen,wīstum,"V;IND;PL;1;PST",w iː s t u m
wīsen,wīstumes,"V;IND;PL;1;PST",w iː s t u m e s
wīsen,wīset,"V;IND;PL;2;PRS",w iː s e t
wīsen,wīstut,"V;IND;PL;2;PST",w iː s t uː t
wīsen,wīsent,"V;IND;PL;3;PRS",w iː s e n t
wīsen,wīstun,"V;IND;PL;3;PST",w iː s t u n
wīsen,wīse,"V;SBJV;SG;1;PRS",w iː s e
wīsen,wīsti,"V;SBJV;SG;1;PST",w iː s t i
wīsen,wīses,"V;SBJV;SG;2;PRS",w iː s e s
wīsen,wīstis,"V;SBJV;SG;2;PST",w iː s t i s
wīsen,wīse,"V;SBJV;SG;3;PRS",w iː s e
wīsen,wīsti,"V;SBJV;SG;3;PST",w iː s t i
wīsen,wīsem,"V;SBJV;PL;1;PRS",w iː s e m
wīsen,wīsemes,"V;SBJV;PL;1;PRS",w iː s e m e s
wīsen,wīstim,"V;SBJV;PL;1;PST",w iː s t i m
wīsen,wīstimes,"V;SBJV;PL;1;PST",w iː s t i m e s
wīsen,wīset,"V;SBJV;PL;2;PRS",w iː s e t
wīsen,wīstit,"V;SBJV;PL;2;PST",w iː s t i t
wīsen,wīsen,"V;SBJV;PL;3;PRS",w iː s e n
wīsen,wīstin,"V;SBJV;PL;3;PST",w iː s t i n
