lemma,form,paradigm_slot,phonemic_form
wrîten,wrēten,V;SBJV;PL;PST,w r eː t ə n
wrîten,wrêt,V;IND;SG;1;PST,w r ɛː t
wrîten,wrîtest,V;SBJV;SG;2;PRS,w r iː t ə s t
wrîten,wrîtet,V;IND;SG;3;PRS,w r iː t ə t
wrîten,wrît,V;IND;SG;3;PRS,w r iː t
wrîten,wrîtet,V;IMP;PL;2,w r iː t ə t
wrîten,wrîten,V;NFIN,w r iː t ə n
wrîten,wrîte,V;SBJV;SG;1;PRS,w r iː t ə
wrîten,wrētest,V;IND;SG;2;PST,w r eː t ə s t
wrîten,wrîten,V;SBJV;PL;PRS,w r iː t ə n
wrîten,wrît,V;IMP;SG;2,w r iː t
wrîten,wrēte,V;SBJV;SG;1;PST,v r eː t ə
wrîten,wrêt,V;IND;SG;3;PST,w r ɛː t
bêden,bü̂dest,V;IND;SG;2;PRS,b yː d ə s t
bêden,bü̂̂tst,V;IND;SG;2;PRS,b yː t s t
bêden,bōden,V;IND;PL;PST,b oː d ə n
bêden,bȫden,V;IND;PL;PST,b iː d ə n
bêden,bȫdest,V;SBJV;SG;2;PST,b iː d ə s t
bêden,bêdet,V;SBJV;SG;3;PRS,b eː d ə t
bêden,bȫde,V;SBJV;SG;3;PST,b iː d ə
bêden,bêde,V;IND;SG;1;PRS,b eː d ə
bêden,bêden,V;IND;PL;PRS,b eː d ə n
bêden,tô bêdene,V;NFIN,t oː b eː d ə n ə
bêden,tô bêdende,V;NFIN,t oː b eː d ə n d ə
bêden,bȫden,V;SBJV;PL;PST,b iː d ə n
bêden,bôt,V;IND;SG;1;PST,b oː t
bêden,bêdest,V;SBJV;SG;2;PRS,b eː d ə s t
bêden,bü̂det,V;IND;SG;3;PRS,b yː d ə t
bêden,bü̂̂t,V;IND;SG;3;PRS,b yː t
bêden,bêdet,V;IMP;PL;2,b eː d ə t
bêden,bêden,V;NFIN,b eː d ə n
bêden,bêde,V;SBJV;SG;1;PRS,b eː d ə
bêden,bōdest,V;IND;SG;2;PST,b ɔː d ə s t
bêden,bȫdest,V;IND;SG;2;PST,b iː d ə s t
bêden,bêden,V;SBJV;PL;PRS,b eː d ə n
bêden,bêt,V;IMP;SG;2,b ɛː t
bêden,bȫde,V;SBJV;SG;1;PST,b iː d ə
bêden,bôt,V;IND;SG;3;PST,b oː t
bedrîven,bedrîvest,V;IND;SG;2;PRS,b ə d r iː v ə s t
bedrîven,bedrîfst,V;IND;SG;2;PRS,b ə d r iː f s t
bedrîven,bedrēven,V;IND;PL;PST,b ə d r eː v ə n
bedrîven,bedrēvest,V;SBJV;SG;2;PST,b ə d r eː v ə s t
bedrîven,bedrîvet,V;SBJV;SG;3;PRS,b ə d r iː v ə t
bedrîven,bedrēve,V;SBJV;SG;3;PST,b ə d r eː v ə
bedrîven,bedrîve,V;IND;SG;1;PRS,b ə d r iː v ə
bedrîven,bedrîven,V;IND;PL;PRS,b ə d r iː v ə n
bedrîven,tô bedrîvene,V;NFIN,t oː b ə d r iː v ə n ə
bedrîven,tô bedrîvende,V;NFIN,t oː b ə d r iː v ə n d ə
bedrîven,bedrēven,V;SBJV;PL;PST,b ə d r eː v ə n
bedrîven,bedrêf,V;IND;SG;1;PST,b ə d r eː f
bedrîven,bedrîvest,V;SBJV;SG;2;PRS,b ə d r iː v ə s t
bedrîven,bedrîvet,V;IND;SG;3;PRS,b ə d r iː v ə t
bedrîven,bedrîft,V;IND;SG;3;PRS,b ə d r iː f t
bedrîven,bedrîvet,V;IMP;PL;2,b ə d r iː v ə t
bedrîven,bedrîven,V;NFIN,b ə d r iː v ə n
bedrîven,bedrîve,V;SBJV;SG;1;PRS,b ə d r iː v ə
bedrîven,bedrēvest,V;IND;SG;2;PST,b ə d r eː v ə s t
bedrîven,bedrîven,V;SBJV;PL;PRS,b ə d r iː v ə n
bedrîven,bedrîf,V;IMP;SG;2,b ə d r iː f
bedrîven,bedrēve,V;SBJV;SG;1;PST,b ə d r eː v ə
bedrîven,bedrêf,V;IND;SG;3;PST,b ə d r eː f
beschrîven,beschrîvest,V;IND;SG;2;PRS,b ə s k r iː v ə s t
beschrîven,beschrîfst,V;IND;SG;2;PRS,b ə ʃ r iː f s t
beschrîven,beschrēven,V;IND;PL;PST,b ə ʃ r eː v ə n
beschrîven,beschrēvest,V;SBJV;SG;2;PST,b ə s k r eː v ə s t
beschrîven,beschrîvet,V;SBJV;SG;3;PRS,b ə s k r iː v ə t
beschrîven,beschrēve,V;SBJV;SG;3;PST,b ə s k r eː v ə
beschrîven,beschrîve,V;IND;SG;1;PRS,b ə s k r iː v ə
beschrîven,beschrîven,V;IND;PL;PRS,b ə s k r iː v ə n
beschrîven,tô beschrîvene,V;NFIN,t oː b ə s k r iː v ə n ə
beschrîven,tô beschrîvende,V;NFIN,t oː b ə s k r iː v ə n d ə
beschrîven,beschrēven,V;SBJV;PL;PST,b ə ʃ r eː v ə n
beschrîven,beschrêf,V;IND;SG;1;PST,b ə ʃ r ɛː f
beschrîven,beschrîvest,V;SBJV;SG;2;PRS,b ə s k r iː v ə s t
beschrîven,beschrîvet,V;IND;SG;3;PRS,b ə s k r iː v ə t
beschrîven,beschrîft,V;IND;SG;3;PRS,b ə ʃ r iː f t
beschrîven,beschrîvet,V;IMP;PL;2,b ə s k r iː v ə t
beschrîven,beschrîven,V;NFIN,b ə s k r iː v ə n
beschrîven,beschrîve,V;SBJV;SG;1;PRS,b ə s k r iː v ə
beschrîven,beschrēvest,V;IND;SG;2;PST,b ə s k r eː v ə s t
beschrîven,beschrîven,V;SBJV;PL;PRS,b ə s k r iː v ə n
beschrîven,beschrîf,V;IMP;SG;2,b ə ʃ r iː f
beschrîven,beschrēve,V;SBJV;SG;1;PST,b ə s k r eː v ə
beschrîven,beschrêf,V;IND;SG;3;PST,b ə ʃ r ɛː f
binden,bindest,V;IND;SG;2;PRS,b ɪ n d ə s t
binden,bintst,V;IND;SG;2;PRS,b ɪ n t s t
binden,bunden,V;IND;PL;PST,b ʊ n d ə n
binden,bünden,V;IND;PL;PST,b ʏ n d ə n
binden,bündest,V;SBJV;SG;2;PST,b ʏ n d ə s t
binden,bindet,V;SBJV;SG;3;PRS,b ɪ n d ə t
binden,bünde,V;SBJV;SG;3;PST,b y n d ə
binden,binde,V;IND;SG;1;PRS,b ɪ n d ə
binden,binden,V;IND;PL;PRS,b ɪ n d ə n
binden,tô bindene,V;NFIN,t oː b ɪ n d ə n ə
binden,tô bindende,V;NFIN,t oː b ɪ n d ə n d ə
binden,bünden,V;SBJV;PL;PST,b ʏ n d ə n
binden,bant,V;IND;SG;1;PST,b a n t
binden,bindest,V;SBJV;SG;2;PRS,b ɪ n d ə s t
binden,bindet,V;IND;SG;3;PRS,b ɪ n d ə t
binden,bint,V;IND;SG;3;PRS,b ɪ n t
binden,bindet,V;IMP;PL;2,b ɪ n d ə t
binden,binden,V;NFIN,b ɪ n d ə n
binden,binde,V;SBJV;SG;1;PRS,b ɪ n d ə
binden,bundest,V;IND;SG;2;PST,b ʊ n d ə s t
binden,bündest,V;IND;SG;2;PST,b ʏ n d ə s t
binden,binden,V;SBJV;PL;PRS,b ɪ n d ə n
binden,bint,V;IMP;SG;2,b ɪ n t
binden,bünde,V;SBJV;SG;1;PST,b y n d ə
binden,bant,V;IND;SG;3;PST,b a n t
brûken,brûkest,V;IND;SG;2;PRS,b r uː k ə s t
brûken,brûkeden,V;IND;PL;PST,b r uː k ə ð ə n
brûken,brûkedest,V;SBJV;SG;2;PST,b r uː k ə d ə s t
brûken,brûket,V;SBJV;SG;3;PRS,b r uː k ə t
brûken,brûkede,V;SBJV;SG;3;PST,b r uː k ə ð ə
brûken,brûke,V;IND;SG;1;PRS,b r uː k ə
brûken,brûken,V;IND;PL;PRS,b r uː k ə n
brûken,tô brûkene,V;NFIN,t oː b r uː k ə n ə
brûken,tô brûkende,V;NFIN,t oː b r uː k ə n d ə
brûken,brûkeden,V;SBJV;PL;PST,b r uː k ə ð ə n
brûken,brûkede,V;IND;SG;1;PST,b r uː k ə ð ə
brûken,brûkest,V;SBJV;SG;2;PRS,b r uː k ə s t
brûken,brûket,V;IND;SG;3;PRS,b r uː k ə t
brûken,brûket,V;IMP;PL;2,b r uː k ə t
brûken,brûken,V;NFIN,b r uː k ə n
brûken,brûke,V;SBJV;SG;1;PRS,b r uː k ə
brûken,brûkedest,V;IND;SG;2;PST,b r uː k ə d ə s t
brûken,brûken,V;SBJV;PL;PRS,b r uː k ə n
brûken,brûke,V;IMP;SG;2,b r uː k ə
brûken,brûkede,V;SBJV;SG;1;PST,b r uː k ə ð ə
brûken,brûkede,V;IND;SG;3;PST,b r uː k ə ð ə
drêpen,drü̂pest,V;IND;SG;2;PRS,d r yː p ə s t
drêpen,drü̂̂pst,V;IND;SG;2;PRS,d r yː p s t
drêpen,drōpen,V;IND;PL;PST,d r oː p ə n
drêpen,drȫpen,V;IND;PL;PST,d r yː p ə n
drêpen,drȫpest,V;SBJV;SG;2;PST,d r yː p ə s t
drêpen,drêpet,V;SBJV;SG;3;PRS,d r eː p ə t
drêpen,drȫpe,V;SBJV;SG;3;PST,d r yː p ə
drêpen,drêpe,V;IND;SG;1;PRS,d r ɛː p ə
drêpen,drêpen,V;IND;PL;PRS,d r eː p ə n
drêpen,tô drêpene,V;NFIN,t oː d r eː p ə n ə
drêpen,tô drêpende,V;NFIN,t oː d r eː p ə n d ə
drêpen,drȫpen,V;SBJV;PL;PST,d r yː p ə n
drêpen,drôp,V;IND;SG;1;PST,d r oː p
drêpen,drêpest,V;SBJV;SG;2;PRS,d r ɛː p ə s t
drêpen,drü̂pet,V;IND;SG;3;PRS,d r yː p ə t
drêpen,drü̂̂pt,V;IND;SG;3;PRS,d r yː p t
drêpen,drêpet,V;IMP;PL;2,d r eː p ə t
drêpen,drêpen,V;NFIN,d r eː p ə n
drêpen,drêpe,V;SBJV;SG;1;PRS,d r ɛː p ə
drêpen,drōpest,V;IND;SG;2;PST,d r oː p ə s t
drêpen,drȫpest,V;IND;SG;2;PST,d r yː p ə s t
drêpen,drêpen,V;SBJV;PL;PRS,d r eː p ə n
drêpen,drêp,V;IMP;SG;2,d r ɛː p
drêpen,drȫpe,V;SBJV;SG;1;PST,d r yː p ə
drêpen,drôp,V;IND;SG;3;PST,d r oː p
drinken,drinkest,V;IND;SG;2;PRS,d r i ŋ k ə s t
drinken,drinkst,V;IND;SG;2;PRS,d r ɪ ŋ k s t
drinken,drunken,V;IND;PL;PST,d r u ŋ k ə n
drinken,drünken,V;IND;PL;PST,d r y ŋ k ə n
drinken,drünkest,V;SBJV;SG;2;PST,d r y ŋ k ə s t
drinken,drinket,V;SBJV;SG;3;PRS,d r i ŋ k ə t
drinken,drünke,V;SBJV;SG;3;PST,d r y ŋ k ə
drinken,drinke,V;IND;SG;1;PRS,d r i ŋ k ə
drinken,drinken,V;IND;PL;PRS,d r i ŋ k ə n
drinken,tô drinkene,V;NFIN,t oː d r i ŋ k ə n ə
drinken,tô drinkende,V;NFIN,t oː d r i ŋ k ə n d ə
drinken,drünken,V;SBJV;PL;PST,d r y ŋ k ə n
drinken,drank,V;IND;SG;1;PST,d r a ŋ k
drinken,drinkest,V;SBJV;SG;2;PRS,d r i ŋ k ə s t
drinken,drinket,V;IND;SG;3;PRS,d r i ŋ k ə t
drinken,drinkt,V;IND;SG;3;PRS,d r ɪ ŋ k t
drinken,drinket,V;IMP;PL;2,d r i ŋ k ə t
drinken,drinken,V;NFIN,d r i ŋ k ə n
drinken,drinke,V;SBJV;SG;1;PRS,d r i ŋ k ə
drinken,drunkest,V;IND;SG;2;PST,d r u ŋ k ə s t
drinken,drünkest,V;IND;SG;2;PST,d r y ŋ k ə s t
drinken,drinken,V;SBJV;PL;PRS,d r i ŋ k ə n
drinken,drink,V;IMP;SG;2,d r ɪ ŋ k
drinken,drünke,V;SBJV;SG;1;PST,d r y ŋ k ə
drinken,drank,V;IND;SG;3;PST,d r a ŋ k
achten,achtest,V;IND;SG;2;PRS,a x t ə s t
achten,achteden,V;IND;PL;PST,a x t ə d ə n
achten,achtedest,V;SBJV;SG;2;PST,a x t ə d ə s t
achten,achtet,V;SBJV;SG;3;PRS,a x t ə t
achten,achtede,V;SBJV;SG;3;PST,a x t ə d ə
achten,achte,V;IND;SG;1;PRS,a x t ə
achten,achten,V;IND;PL;PRS,a x t ə n
achten,tô achtene,V;NFIN,t oː a x t ə n ə
achten,tô achtende,V;NFIN,t oː a x t ə n d ə
achten,achteden,V;SBJV;PL;PST,a x t ə d ə n
achten,achtede,V;IND;SG;1;PST,a x t ə d ə
achten,achtest,V;SBJV;SG;2;PRS,a x t ə s t
achten,achtet,V;IND;SG;3;PRS,a x t ə t
achten,achtet,V;IMP;PL;2,a x t ə t
achten,achten,V;NFIN,a x t ə n
achten,achte,V;SBJV;SG;1;PRS,a x t ə
achten,achtedest,V;IND;SG;2;PST,a x t ə d ə s t
achten,achten,V;SBJV;PL;PRS,a x t ə n
achten,achte,V;IMP;SG;2,a x t ə
achten,achtede,V;SBJV;SG;1;PST,a x t ə d ə
achten,achtede,V;IND;SG;3;PST,a x t ə d ə
