lemma,form,paradigm_slot,phonemic_form
talupangdan/talupangod/talupangdon,natalupangdan na,"V;PRF;PST",n a t a l u p a ŋ d a n n a
talupangdan/talupangod/talupangdon,gintalupangod pa,"V;PRF+PROG;PST",ɡ i n t a l u p a ŋ o d p a
talupangdan/talupangod/talupangdon,natalupangdan,"V;PRS",n a t a l u p a ŋ d a n
talupangdan/talupangod/talupangdon,ginatalupangod,"V;PROG;PRS",ɡ i n a t a l u p a ŋ o d
talupangdan/talupangod/talupangdon,natalupangdan na,"V;PRF;PRS",n a t a l u p a ŋ d a n n a
talupangdan/talupangod/talupangdon,ginatalupangod pa,"V;PRF+PROG;PRS",ɡ i n a t a l u p a ŋ o d p a
talupangdan/talupangod/talupangdon,matalupangdon,"V;FUT",m a t a l u p a ŋ d o n
talupangdan/talupangod/talupangdon,pagatalupangdon,"V;PROG;FUT",p a ɡ a t a l u p a ŋ d o n
talupangdan/talupangod/talupangdon,matalupangdan na,"V;PRF;FUT",m a t a l u p a ŋ d a n n a
talupangdan/talupangod/talupangdon,pagatalupangdon pa,"V;PRF+PROG;FUT",p a ɡ a t a l u p a ŋ d o n p a
buksan,buksan,"V;NFIN",b u k s a n
buksan,ginbuksan,"V;PST",ɡ i n b u k s a n
buksan,ginbuksan,"V;PROG;PST",ɡ i n b u k s a n
buksan,ginbuksan na,"V;PRF;PST",ɡ i n b u k s a n n a
buksan,ginbuksan pa,"V;PRF+PROG;PST",ɡ i n b u k s a n p a
buksan,ginabuksan,"V;PRS",ɡ i n a b u k s a n
buksan,ginabuksan,"V;PROG;PRS",ɡ i n a b u k s a n
buksan,ginabuksan na,"V;PRF;PRS",ɡ i n a b u k s a n n a
buksan,ginabuksan pa,"V;PRF+PROG;PRS",ɡ i n a b u k s a n p a
buksan,pagabuksan,"V;FUT",p a ɡ a b u k s a n
buksan,pagabuksan,"V;PROG;FUT",p a ɡ a b u k s a n
buksan,pagabuksan na,"V;PRF;FUT",p a ɡ a b u k s a n n a
buksan,pagabuksan pa,"V;PRF+PROG;FUT",p a ɡ a b u k s a n p a
hampang,hampang,"V;NFIN",h a m p a ŋ
hampang,naghampang,"V;PST",n a ɡ h a m p a ŋ
hampang,naghampang,"V;PROG;PST",n a ɡ h a m p a ŋ
hampang,naghampang na,"V;PRF;PST",n a ɡ h a m p a ŋ n a
hampang,naghampang pa,"V;PRF+PROG;PST",n a ɡ h a m p a ŋ p a ʔ
hampang,nagahampang,"V;PRS",n a ɡ a h a m p a ŋ
hampang,nagahampang,"V;PROG;PRS",n a ɡ a h a m p a ŋ
hampang,nagahampang na,"V;PRF;PRS",n a ɡ a h a m p a ŋ n a
hampang,nagahampang pa,"V;PRF+PROG;PRS",n a ɡ a h a m p a ŋ p a ʔ
hampang,magahampang,"V;FUT",m a ɡ a h a m p a ŋ
hampang,magahampang,"V;PROG;FUT",m a ɡ a h a m p a ŋ
hampang,magahampang na,"V;PRF;FUT",m a ɡ a h a m p a ŋ n a
hampang,magahampang pa,"V;PRF+PROG;FUT",m a ɡ a h a m p a ŋ p a ʔ
butang,butang,"V;NFIN",b u t a ŋ
butang,nagbutang,"V;PST",n a ɡ b u t a ŋ
butang,nagbutang,"V;PROG;PST",n a ɡ b u t a ŋ
butang,nagbutang na,"V;PRF;PST",n a ɡ b u t a ŋ n a
butang,nagbutang pa,"V;PRF+PROG;PST",n a ɡ b u t a ŋ p a
butang,nagabutang,"V;PRS",n a ɡ a b u t a ŋ
butang,nagabutang,"V;PROG;PRS",n a ɡ a b u t a ŋ
butang,nagabutang na,"V;PRF;PRS",n a ɡ a b u t a ŋ n a
butang,nagabutang pa,"V;PRF+PROG;PRS",n a ɡ a b u t a ŋ p a
butang,magabutang,"V;FUT",m a ɡ a b u t a ŋ
butang,magabutang,"V;PROG;FUT",m a ɡ a b u t a ŋ
butang,magabutang na,"V;PRF;FUT",m a ɡ a b u t a ŋ n a
butang,magabutang pa,"V;PRF+PROG;FUT",m a ɡ a b u t a ŋ p a
basa,basa,"V;NFIN",b a s a
basa,nagbasa,"V;PST",n a ɡ b a s a
basa,nagbasa,"V;PROG;PST",n a ɡ b a s a
basa,nagbasa na,"V;PRF;PST",n a ɡ b a s a n a
basa,nagbasa pa,"V;PRF+PROG;PST",n a ɡ b a s a p a
basa,nagabasa,"V;PRS",n a ɡ a b a s a
basa,nagabasa,"V;PROG;PRS",n a ɡ a b a s a
basa,nagabasa na,"V;PRF;PRS",n a ɡ a b a s a n a
basa,nagabasa pa,"V;PRF+PROG;PRS",n a ɡ a b a s a p a
basa,magabasa,"V;FUT",m a ɡ a b a s a
basa,magabasa,"V;PROG;FUT",m a ɡ a b a s a
basa,magabasa na,"V;PRF;FUT",m a ɡ a b a s a n a
basa,magabasa pa,"V;PRF+PROG;FUT",m a ɡ a b a s a p a
baton,baton,"V;NFIN",b a t o n
baton,ginbaton,"V;PST",ɡ i n b a t o n
baton,ginbaton,"V;PROG;PST",ɡ i n b a t o n
baton,ginbaton na,"V;PRF;PST",ɡ i n b a t o n n a
baton,ginbaton pa,"V;PRF+PROG;PST",ɡ i n b a t o n p a
baton,ginabaton,"V;PRS",ɡ i n a b a t o n
baton,ginabaton,"V;PROG;PRS",ɡ i n a b a t o n
baton,ginabaton na,"V;PRF;PRS",ɡ i n a b a t o n n a
baton,ginabaton pa,"V;PRF+PROG;PRS",ɡ i n a b a t o n p a
baton,magabaton,"V;FUT",m a ɡ a b a t o n
baton,magabaton,"V;PROG;FUT",m a ɡ a b a t o n
baton,magabaton na,"V;PRF;FUT",m a ɡ a b a t o n n a
baton,magabaton pa,"V;PRF+PROG;FUT",m a ɡ a b a t o n p a
dumdom,dumdom,"V;NFIN",d u m d o m
dumdom,gindumdom,"V;PST",ɡ i n d u m d o m
dumdom,gindumdom,"V;PROG;PST",ɡ i n d u m d o m
dumdom,gindumdom na,"V;PRF;PST",ɡ i n d u m d o m n a
dumdom,gindumdom pa,"V;PRF+PROG;PST",ɡ i n d u m d o m p a
dumdom,ginadumdom,"V;PRS",ɡ i n a d u m d o m
dumdom,ginadumdom,"V;PROG;PRS",ɡ i n a d u m d o m
dumdom,ginadumdom na,"V;PRF;PRS",ɡ i n a d u m d o m n a
dumdom,ginadumdom pa,"V;PRF+PROG;PRS",ɡ i n a d u m d o m p a
dumdom,magadumdom,"V;FUT",m a ɡ a d u m d o m
dumdom,magadumdom,"V;PROG;FUT",m a ɡ a d u m d o m
dumdom,magadumdom na,"V;PRF;FUT",m a ɡ a d u m d o m n a
dumdom,magadumdom pa,"V;PRF+PROG;FUT",m a ɡ a d u m d o m p a
sulit,sulit,"V;NFIN",s u l i t
sulit,ginsulit,"V;PST",ɡ i n s u l i t
sulit,ginsulit,"V;PROG;PST",ɡ i n s u l i t
sulit,ginsulit na,"V;PRF;PST",ɡ i n s u l i t n a
sulit,ginsulit pa,"V;PRF+PROG;PST",ɡ i n s u l i t p a
sulit,ginasulit,"V;PRS",ɡ i n a s u l i t
sulit,ginasulit,"V;PROG;PRS",ɡ i n a s u l i t
sulit,ginasulit na,"V;PRF;PRS",ɡ i n a s u l i t n a
sulit,ginasulit pa,"V;PRF+PROG;PRS",ɡ i n a s u l i t p a
sulit,magasulit,"V;FUT",m a ɡ a s u l i t
sulit,magasulit,"V;PROG;FUT",m a ɡ a s u l i t
sulit,magasulit na,"V;PRF;FUT",m a ɡ a s u l i t n a
sulit,magasulit pa,"V;PRF+PROG;FUT",m a ɡ a s u l i t p a
balik,balik,"V;NFIN",b a l i k
balik,nagbalik,"V;PST",n a ɡ b a l i k
balik,nagbalik,"V;PROG;PST",n a ɡ b a l i k
balik,nagbalik na,"V;PRF;PST",n a ɡ b a l i k n a
balik,nagbalik pa,"V;PRF+PROG;PST",n a ɡ b a l i k p a
balik,nagabalik,"V;PRS",n a ɡ a b a l i k
balik,nagabalik,"V;PROG;PRS",n a ɡ a b a l i k
balik,nagabalik na,"V;PRF;PRS",n a ɡ a b a l i k n a
balik,nagabalik pa,"V;PRF+PROG;PRS",n a ɡ a b a l i k p a
balik,magabalik,"V;FUT",m a ɡ a b a l i k
balik,magabalik,"V;PROG;FUT",m a ɡ a b a l i k
balik,magabalik na,"V;PRF;FUT",m a ɡ a b a l i k n a
balik,magabalik pa,"V;PRF+PROG;FUT",m a ɡ a b a l i k p a
dalagan,dalagan,"V;NFIN",d a l a ɡ a n
dalagan,nagdalagan,"V;PST",n a ɡ d a l a ɡ a n
dalagan,nagdalagan,"V;PROG;PST",n a ɡ d a l a ɡ a n
dalagan,nagdalagan na,"V;PRF;PST",n a ɡ d a l a ɡ a n n a
dalagan,nagdalagan pa,"V;PRF+PROG;PST",n a ɡ d a l a ɡ a n p a
dalagan,nagadalagan,"V;PRS",n a ɡ a d a l a ɡ a n
dalagan,nagadalagan,"V;PROG;PRS",n a ɡ a d a l a ɡ a n
dalagan,nagadalagan na,"V;PRF;PRS",n a ɡ a d a l a ɡ a n n a
dalagan,nagadalagan pa,"V;PRF+PROG;PRS",n a ɡ a d a l a ɡ a n p a
dalagan,magadalagan,"V;FUT",m a ɡ a d a l a ɡ a n
dalagan,magadalagan,"V;PROG;FUT",m a ɡ a d a l a ɡ a n
dalagan,magadalagan na,"V;PRF;FUT",m a ɡ a d a l a ɡ a n n a
dalagan,magadalagan pa,"V;PRF+PROG;FUT",m a ɡ a d a l a ɡ a n p a
siling,siling,"V;NFIN",s i l i ŋ
siling,nagsiling,"V;PST",n a ɡ s i l i ŋ
siling,nagsiling,"V;PROG;PST",n a ɡ s i l i ŋ
siling,nagsiling na,"V;PRF;PST",n a ɡ s i l i ŋ n a
siling,nagsiling pa,"V;PRF+PROG;PST",n a ɡ s i l i ŋ p a
siling,nagasiling,"V;PRS",n a ɡ a s i l i ŋ
siling,nagasiling,"V;PROG;PRS",n a ɡ a s i l i ŋ
siling,nagasiling na,"V;PRF;PRS",n a ɡ a s i l i ŋ n a
siling,nagasiling pa,"V;PRF+PROG;PRS",n a ɡ a s i l i ŋ p a
siling,magasiling,"V;FUT",m a ɡ a s i l i ŋ
siling,magasiling,"V;PROG;FUT",m a ɡ a s i l i ŋ
siling,magasiling na,"V;PRF;FUT",m a ɡ a s i l i ŋ n a
siling,magasiling pa,"V;PRF+PROG;FUT",m a ɡ a s i l i ŋ p a
singgit,singgit,"V;NFIN",s i ŋ ɡ i t
singgit,nagsinggit,"V;PST",n a ɡ s i ŋ ɡ i t
singgit,nagsinggit,"V;PROG;PST",n a ɡ s i ŋ ɡ i t
singgit,nagsinggit na,"V;PRF;PST",n a ɡ s i ŋ ɡ i t n a
singgit,nagsinggit pa,"V;PRF+PROG;PST",n a ɡ s i ŋ ɡ i t p a
singgit,nagasinggit,"V;PRS",n a ɡ a s i ŋ ɡ i t
singgit,nagasinggit,"V;PROG;PRS",n a ɡ a s i ŋ ɡ i t
singgit,nagasinggit na,"V;PRF;PRS",n a ɡ a s i ŋ ɡ i t n a
singgit,nagasinggit pa,"V;PRF+PROG;PRS",n a ɡ a s i ŋ ɡ i t p a
singgit,magasinggit,"V;FUT",m a ɡ a s i ŋ ɡ i t
singgit,magasinggit,"V;PROG;FUT",m a ɡ a s i ŋ ɡ i t
singgit,magasinggit na,"V;PRF;FUT",m a ɡ a s i ŋ ɡ i t n a
singgit,magasinggit pa,"V;PRF+PROG;FUT",m a ɡ a s i ŋ ɡ i t p a
kita,kita,"V;NFIN",k i t a
kita,nakita,"V;PST",n a k i t a
kita,nakita,"V;PROG;PST",n a k i t a
kita,nakita na,"V;PRF;PST",n a k i t a n a
kita,nakita pa,"V;PRF+PROG;PST",n a k i t a p a
kita,nakita,"V;PRS",n a k i t a
kita,nakita,"V;PROG;PRS",n a k i t a
kita,nakita na,"V;PRF;PRS",n a k i t a n a
kita,nakita pa,"V;PRF+PROG;PRS",n a k i t a p a
kita,makita,"V;FUT",m a k i t a
kita,makita,"V;PROG;FUT",m a k i t a
kita,makita na,"V;PRF;FUT",m a k i t a n a
kita,makita pa,"V;PRF+PROG;FUT",m a k i t a p a
daw,daw,"V;NFIN",d a w
daw,daw,"V;PST",d a w
daw,daw,"V;PRF;PST",d a w
daw,daw,"V;PRS",d a w
daw,daw,"V;PRF;PRS",d a w
baligya,baligya,"V;NFIN",b a l i ɡ j a
baligya,nagbaligya,"V;PST",n a ɡ b a l i ɡ j a
baligya,nagbaligya,"V;PROG;PST",n a ɡ b a l i ɡ j a
baligya,nagbaligya na,"V;PRF;PST",n a ɡ b a l i ɡ j a n a
baligya,nagbaligya pa,"V;PRF+PROG;PST",n a ɡ b a l i ɡ j a p a
baligya,nagabaligya,"V;PRS",n a ɡ a b a l i ɡ j a
baligya,nagabaligya,"V;PROG;PRS",n a ɡ a b a l i ɡ j a
baligya,nagabaligya na,"V;PRF;PRS",n a ɡ a b a l i ɡ j a n a
baligya,nagabaligya pa,"V;PRF+PROG;PRS",n a ɡ a b a l i ɡ j a p a
baligya,magabaligya,"V;FUT",m a ɡ a b a l i ɡ j a
baligya,magabaligya,"V;PROG;FUT",m a ɡ a b a l i ɡ j a
baligya,magabaligya na,"V;PRF;FUT",m a ɡ a b a l i ɡ j a n a
baligya,magabaligya pa,"V;PRF+PROG;FUT",m a ɡ a b a l i ɡ j a p a
padala,padala,"V;NFIN",p a d a l a
padala,nagpadala,"V;PST",n a ɡ p a d a l a ʔ
padala,nagpadala,"V;PROG;PST",n a ɡ p a d a l a ʔ
padala,nagpadala na,"V;PRF;PST",n a ɡ p a d a l a n a
padala,nagpadala pa,"V;PRF+PROG;PST",n a ɡ p a d a l a p a
padala,nagapadala,"V;PRS",n a ɡ a p a d a l a
padala,nagapadala,"V;PROG;PRS",n a ɡ a p a d a l a
padala,nagapadala na,"V;PRF;PRS",n a ɡ a p a d a l a n a
padala,nagapadala pa,"V;PRF+PROG;PRS",n a ɡ a p a d a l a p a
padala,magapadala,"V;FUT",m a ɡ a p a d a l a
padala,magapadala,"V;PROG;FUT",m a ɡ a p a d a l a
padala,magapadala na,"V;PRF;FUT",m a ɡ a p a d a l a n a
padala,magapadala pa,"V;PRF+PROG;FUT",m a ɡ a p a d a l a p a
pakita,pakita,"V;NFIN",p a k i t a
pakita,nagpakita,"V;PST",n a ɡ p a k i t a
pakita,nagpakita,"V;PROG;PST",n a ɡ p a k i t a
pakita,nagpakita na,"V;PRF;PST",n a ɡ p a k i t a n a
pakita,nagpakita pa,"V;PRF+PROG;PST",n a ɡ p a k i t a p a
pakita,nagapakita,"V;PRS",n a ɡ a p a k i t a
pakita,nagapakita,"V;PROG;PRS",n a ɡ a p a k i t a
pakita,nagapakita na,"V;PRF;PRS",n a ɡ a p a k i t a n a
pakita,nagapakita pa,"V;PRF+PROG;PRS",n a ɡ a p a k i t a p a
pakita,magapakita,"V;FUT",m a ɡ a p a k i t a
pakita,magapakita,"V;PROG;FUT",m a ɡ a p a k i t a
pakita,magapakita na,"V;PRF;FUT",m a ɡ a p a k i t a n a
pakita,magapakita pa,"V;PRF+PROG;FUT",m a ɡ a p a k i t a p a
kanta,kanta,"V;NFIN",k a n t a
kanta,nagkanta,"V;PST",n a ɡ k a n t a
kanta,nagkanta,"V;PROG;PST",n a ɡ k a n t a
kanta,nagkanta na,"V;PRF;PST",n a ɡ k a n t a n a
kanta,nagkanta pa,"V;PRF+PROG;PST",n a ɡ k a n t a p a
kanta,nagakanta,"V;PRS",n a ɡ a k a n t a
kanta,nagakanta,"V;PROG;PRS",n a ɡ a k a n t a
kanta,nagakanta na,"V;PRF;PRS",n a ɡ a k a n t a n a
kanta,nagakanta pa,"V;PRF+PROG;PRS",n a ɡ a k a n t a p a
kanta,magakanta,"V;FUT",m a ɡ a k a n t a
kanta,magakanta,"V;PROG;FUT",m a ɡ a k a n t a
kanta,magakanta na,"V;PRF;FUT",m a ɡ a k a n t a n a
kanta,magakanta pa,"V;PRF+PROG;FUT",m a ɡ a k a n t a p a
pungko,pungko,"V;NFIN",p u ŋ k o ʔ
pungko,nagpungko,"V;PST",n a ɡ p u ŋ k o ʔ
pungko,nagpungko,"V;PROG;PST",n a ɡ p u ŋ k o ʔ
pungko,nagpungko na,"V;PRF;PST",n a ɡ p u ŋ k o n a
pungko,nagpungko pa,"V;PRF+PROG;PST",n a ɡ p u ŋ k o p a
pungko,nagapungko,"V;PRS",n a ɡ a p u ŋ k o ʔ
pungko,nagapungko,"V;PROG;PRS",n a ɡ a p u ŋ k o ʔ
pungko,nagapungko na,"V;PRF;PRS",n a ɡ a p u ŋ k o n a
pungko,nagapungko pa,"V;PRF+PROG;PRS",n a ɡ a p u ŋ k o p a
pungko,magapungko,"V;FUT",m a ɡ a p u ŋ k o ʔ
pungko,magapungko,"V;PROG;FUT",m a ɡ a p u ŋ k o ʔ
pungko,magapungko na,"V;PRF;FUT",m a ɡ a p u ŋ k o n a
pungko,magapungko pa,"V;PRF+PROG;FUT",m a ɡ a p u ŋ k o p a
tulog,tulog,"V;NFIN",t u l o ɡ
tulog,nagtulog,"V;PST",n a ɡ t u l o ɡ
tulog,nagtulog,"V;PROG;PST",n a ɡ t u l o ɡ
tulog,nagtulog na,"V;PRF;PST",n a ɡ t u l o ɡ n a
tulog,nagtulog pa,"V;PRF+PROG;PST",n a ɡ t u l o ɡ p a
tulog,nagatulog,"V;PRS",n a ɡ a t u l o ɡ
tulog,nagatulog,"V;PROG;PRS",n a ɡ a t u l o ɡ
tulog,nagatulog na,"V;PRF;PRS",n a ɡ a t u l o ɡ n a
tulog,nagatulog pa,"V;PRF+PROG;PRS",n a ɡ a t u l o ɡ p a
tulog,magatulog,"V;FUT",m a ɡ a t u l o ɡ
tulog,magatulog,"V;PROG;FUT",m a ɡ a t u l o ɡ
tulog,magatulog na,"V;PRF;FUT",m a ɡ a t u l o ɡ n a
tulog,magatulog pa,"V;PRF+PROG;FUT",m a ɡ a t u l o ɡ p a
yuhom,yuhom,"V;NFIN",j u h o m
yuhom,nagyuhom,"V;PST",n a ɡ j u h o m
yuhom,nagyuhom,"V;PROG;PST",n a ɡ j u h o m
yuhom,nagyuhom na,"V;PRF;PST",n a ɡ j u h o m n a
yuhom,nagyuhom pa,"V;PRF+PROG;PST",n a ɡ j u h o m p a
yuhom,nagayuhom,"V;PRS",n a ɡ a j u h o m
yuhom,nagayuhom,"V;PROG;PRS",n a ɡ a j u h o m
yuhom,nagayuhom na,"V;PRF;PRS",n a ɡ a j u h o m n a
yuhom,nagayuhom pa,"V;PRF+PROG;PRS",n a ɡ a j u h o m p a
yuhom,magayuhom,"V;FUT",m a ɡ a j u h o m
yuhom,magayuhom,"V;PROG;FUT",m a ɡ a j u h o m
yuhom,magayuhom na,"V;PRF;FUT",m a ɡ a j u h o m n a
yuhom,magayuhom pa,"V;PRF+PROG;FUT",m a ɡ a j u h o m p a
hambal,hambal,"V;NFIN",h a m b a l
hambal,naghambal,"V;PST",n a ɡ h a m b a l
hambal,naghambal,"V;PROG;PST",n a ɡ h a m b a l
hambal,naghambal na,"V;PRF;PST",n a ɡ h a m b a l n a
hambal,naghambal pa,"V;PRF+PROG;PST",n a ɡ h a m b a l p a
hambal,nagahambal,"V;PRS",n a ɡ a h a m b a l
hambal,nagahambal,"V;PROG;PRS",n a ɡ a h a m b a l
hambal,nagahambal na,"V;PRF;PRS",n a ɡ a h a m b a l n a
hambal,nagahambal pa,"V;PRF+PROG;PRS",n a ɡ a h a m b a l p a
hambal,magahambal,"V;FUT",m a ɡ a h a m b a l
hambal,magahambal,"V;PROG;FUT",m a ɡ a h a m b a l
hambal,magahambal na,"V;PRF;FUT",m a ɡ a h a m b a l n a
hambal,magahambal pa,"V;PRF+PROG;FUT",m a ɡ a h a m b a l p a
tindog,tindog,"V;NFIN",t i n d o ɡ
tindog,nagtindog,"V;PST",n a ɡ t i n d o ɡ
tindog,nagtindog,"V;PROG;PST",n a ɡ t i n d o ɡ
tindog,nagtindog na,"V;PRF;PST",n a ɡ t i n d o ɡ n a
tindog,nagtindog pa,"V;PRF+PROG;PST",n a ɡ t i n d o ɡ p a
tindog,nagatindog,"V;PRS",n a ɡ a t i n d o ɡ
tindog,nagatindog,"V;PROG;PRS",n a ɡ a t i n d o ɡ
tindog,nagatindog na,"V;PRF;PRS",n a ɡ a t i n d o ɡ n a
tindog,nagatindog pa,"V;PRF+PROG;PRS",n a ɡ a t i n d o ɡ p a
tindog,magatindog,"V;FUT",m a ɡ a t i n d o ɡ
tindog,magatindog,"V;PROG;FUT",m a ɡ a t i n d o ɡ
tindog,magatindog na,"V;PRF;FUT",m a ɡ a t i n d o ɡ n a
tindog,magatindog pa,"V;PRF+PROG;FUT",m a ɡ a t i n d o ɡ p a
sugod,sugod,"V;NFIN",s u ɡ o d
sugod,nagsugod,"V;PST",n a ɡ s u ɡ o d
sugod,nagsugod,"V;PROG;PST",n a ɡ s u ɡ o d
sugod,nagsugod na,"V;PRF;PST",n a ɡ s u ɡ o d n a
sugod,nagsugod pa,"V;PRF+PROG;PST",n a ɡ s u ɡ o d p a
sugod,nagasugod,"V;PRS",n a ɡ a s u ɡ o d
sugod,nagasugod,"V;PROG;PRS",n a ɡ a s u ɡ o d
sugod,nagasugod na,"V;PRF;PRS",n a ɡ a s u ɡ o d n a
sugod,nagasugod pa,"V;PRF+PROG;PRS",n a ɡ a s u ɡ o d p a
sugod,magasugod,"V;FUT",m a ɡ a s u ɡ o d
sugod,magasugod,"V;PROG;FUT",m a ɡ a s u ɡ o d
sugod,magasugod na,"V;PRF;FUT",m a ɡ a s u ɡ o d n a
sugod,magasugod pa,"V;PRF+PROG;FUT",m a ɡ a s u ɡ o d p a
istar,istar,"V;NFIN",ʔ i s t a ɾ
istar,nagistar,"V;PST",n a ɡ i s t a ɾ
istar,nagistar,"V;PROG;PST",n a ɡ i s t a ɾ
istar,nagistar na,"V;PRF;PST",n a ɡ i s t a ɾ n a
istar,nagistar pa,"V;PRF+PROG;PST",n a ɡ i s t a ɾ p a
istar,nagaistar,"V;PRS",n a ɡ a ʔ i s t a ɾ
istar,nagaistar,"V;PROG;PRS",n a ɡ a ʔ i s t a ɾ
istar,nagaistar na,"V;PRF;PRS",n a ɡ a ʔ i s t a ɾ n a
istar,nagaistar pa,"V;PRF+PROG;PRS",n a ɡ a ʔ i s t a ɾ p a
istar,magaistar,"V;FUT",m a ɡ a ʔ i s t a ɾ
istar,magaistar,"V;PROG;FUT",m a ɡ a ʔ i s t a ɾ
istar,magaistar na,"V;PRF;FUT",m a ɡ a ʔ i s t a ɾ n a
istar,magaistar pa,"V;PRF+PROG;FUT",m a ɡ a ʔ i s t a ɾ p a
kuha,kuha,"V;NFIN",k u h a ʔ
kuha,nagkuha,"V;PST",n a ɡ k u h a ʔ
kuha,nagkuha,"V;PROG;PST",n a ɡ k u h a ʔ
kuha,nagkuha na,"V;PRF;PST",n a ɡ k u h a ʔ n a
kuha,nagkuha pa,"V;PRF+PROG;PST",n a ɡ k u h a p a
kuha,nagakuha,"V;PRS",n a ɡ a k u h a
kuha,nagakuha,"V;PROG;PRS",n a ɡ a k u h a
kuha,nagakuha na,"V;PRF;PRS",n a ɡ a k u h a n a
kuha,nagakuha pa,"V;PRF+PROG;PRS",n a ɡ a k u h a p a
kuha,magakuha,"V;FUT",m a ɡ a k u h a ʔ
kuha,magakuha,"V;PROG;FUT",m a ɡ a k u h a ʔ
kuha,magakuha na,"V;PRF;FUT",m a ɡ a k u h a n a
kuha,magakuha pa,"V;PRF+PROG;FUT",m a ɡ a k u h a p a
istorya,istorya,"V;NFIN",ʔ i s t o ɾ j a
istorya,nag-istorya,"V;PST",n a ɡ ʔ i s t o ɾ j a
istorya,nag-istorya,"V;PROG;PST",n a ɡ ʔ i s t o ɾ j a
istorya,nag-istorya na,"V;PRF;PST",n a ɡ i s t o ɾ j a n a
istorya,nag-istorya pa,"V;PRF+PROG;PST",n a ɡ i s t o ɾ j a p a
istorya,nagaistorya,"V;PRS",n a ɡ a ʔ i s t o ɾ j a
istorya,nagaistorya,"V;PROG;PRS",n a ɡ a ʔ i s t o ɾ j a
istorya,nagaistorya na,"V;PRF;PRS",n a ɡ a ʔ i s t o ɾ j a n a
istorya,nagaistorya pa,"V;PRF+PROG;PRS",n a ɡ a ʔ i s t o ɾ j a p a
istorya,magaistorya,"V;FUT",m a ɡ a ʔ i s t o ɾ j a
istorya,magaistorya,"V;PROG;FUT",m a ɡ a ʔ i s t o ɾ j a
istorya,magaistorya na,"V;PRF;FUT",m a ɡ a ʔ i s t o ɾ j a n a
istorya,magaistorya pa,"V;PRF+PROG;FUT",m a ɡ a ʔ i s t o ɾ j a p a
tudlo,tudlo,"V;NFIN",t u d l o ʔ
tudlo,nagtudlo,"V;PST",n a ɡ t u d l o
tudlo,nagtudlo,"V;PROG;PST",n a ɡ t u d l o
tudlo,nagtudlo na,"V;PRF;PST",n a ɡ t u d l o n a
tudlo,nagtudlo pa,"V;PRF+PROG;PST",n a ɡ t u d l o p a
tudlo,nagatudlo,"V;PRS",n a ɡ a t u d l o
tudlo,nagatudlo,"V;PROG;PRS",n a ɡ a t u d l o
tudlo,nagatudlo na,"V;PRF;PRS",n a ɡ a t u d l o n a
tudlo,nagatudlo pa,"V;PRF+PROG;PRS",n a ɡ a t u d l o p a
tudlo,magatudlo,"V;FUT",m a ɡ a t u d l o
tudlo,magatudlo,"V;PROG;FUT",m a ɡ a t u d l o
tudlo,magatudlo na,"V;PRF;FUT",m a ɡ a t u d l o n a
tudlo,magatudlo pa,"V;PRF+PROG;FUT",m a ɡ a t u d l o p a
hunahuna,hunahuna,"V;NFIN",h u n a h u n a
hunahuna,naghunahuna,"V;PST",n a ɡ h u n a h u n a
hunahuna,naghunahuna,"V;PROG;PST",n a ɡ h u n a h u n a
hunahuna,naghunahuna na,"V;PRF;PST",n a ɡ h u n a h u n a n a
hunahuna,naghunahuna pa,"V;PRF+PROG;PST",n a ɡ h u n a h u n a p a
hunahuna,nagahunahuna,"V;PRS",n a ɡ a h u n a h u n a
hunahuna,nagahunahuna,"V;PROG;PRS",n a ɡ a h u n a h u n a
hunahuna,nagahunahuna na,"V;PRF;PRS",n a ɡ a h u n a h u n a n a
hunahuna,nagahunahuna pa,"V;PRF+PROG;PRS",n a ɡ a h u n a h u n a p a
hunahuna,magahunahuna,"V;FUT",m a ɡ a h u n a h u n a
hunahuna,magahunahuna,"V;PROG;FUT",m a ɡ a h u n a h u n a
hunahuna,magahunahuna na,"V;PRF;FUT",m a ɡ a h u n a h u n a n a
hunahuna,magahunahuna pa,"V;PRF+PROG;FUT",m a ɡ a h u n a h u n a p a
tandog,tandog,"V;NFIN",t a n d o ɡ
tandog,nagtandog,"V;PST",n a ɡ t a n d o ɡ
tandog,nagtandog,"V;PROG;PST",n a ɡ t a n d o ɡ
tandog,nagtandog na,"V;PRF;PST",n a ɡ t a n d o ɡ n a
tandog,nagtandog pa,"V;PRF+PROG;PST",n a ɡ t a n d o ɡ p a
tandog,nagatandog,"V;PRS",n a ɡ a t a n d o ɡ
tandog,nagatandog,"V;PROG;PRS",n a ɡ a t a n d o ɡ
tandog,nagatandog na,"V;PRF;PRS",n a ɡ a t a n d o ɡ n a
tandog,nagatandog pa,"V;PRF+PROG;PRS",n a ɡ a t a n d o ɡ p a
tandog,magatandog,"V;FUT",m a ɡ a t a n d o ɡ
tandog,magatandog,"V;PROG;FUT",m a ɡ a t a n d o ɡ
tandog,magatandog na,"V;PRF;FUT",m a ɡ a t a n d o ɡ n a
tandog,magatandog pa,"V;PRF+PROG;FUT",m a ɡ a t a n d o ɡ p a
byahe,byahe,"V;NFIN",b j a h e
byahe,nagbyahe,"V;PST",n a ɡ b j a h e
byahe,nagbyahe,"V;PROG;PST",n a ɡ b j a h e
byahe,nagbyahe na,"V;PRF;PST",n a ɡ b j a h e n a
