iso_639_3,glottocode,language_name,family,macro_area,population_l1,population_source,population_scope,l2_proportion,vehicularity,div_bordering_languages,area_km2,altitude_range,roughness,eco_imputed,latitude,longitude
sna,shon1251,Shona,Atlantic-Congo,Africa,10723700.0,Bromham,sna,0.199487984,1,20.0,219850.2587,623.9925232,5.315204144,False,-17.20849,29.75725
twl,tawa1270,Tawara,Atlantic-Congo,Africa,60000.0,Bromham,twl,,0,4.0,10405.4062,734.2147217,5.71138835,False,-16.0167,31.621
brl,birw1238,Birwa,Atlantic-Congo,Africa,15000.0,Bromham,brl,,0,6.0,18676.17414,366.7685242,4.972070217,False,-22.17,28.33
xkv,kgal1244,Kgalagadi,Atlantic-Congo,Africa,40000.0,Bromham,xkv,,0,13.0,221916.7085,178.5701904,4.046651204,False,-24.9208,22.72016
mer,meru1245,Meru,Atlantic-Congo,Africa,1660000.0,Bromham,mer,,0,11.0,6192.265263,1371.437164,6.201543331,False,0.26484,37.7396
mws,mwim1241,Mwimbi-Muthambi,Atlantic-Congo,Africa,70000.0,Bromham,mws,,0,5.0,546.1349583,1371.437164,6.201543331,False,-0.11968,37.5939
old,moch1256,Mochi,Atlantic-Congo,Africa,597000.0,Bromham,old,0.0,0,5.0,973.2855449,942.0402425,6.184532642,False,-3.33743,37.3357
vun,vunj1238,Vunjo,Atlantic-Congo,Africa,300000.0,Bromham,vun,0.0,0,6.0,773.3092447,788.3458252,6.091187239,False,-3.42531,37.5847
hka,kahe1238,Kahe,Atlantic-Congo,Africa,2700.0,Bromham,hka,,0,5.0,518.9294694,788.3458252,6.091187239,False,-3.51412,37.5759
jmc,mach1266,Machame,Atlantic-Congo,Africa,300000.0,Bromham,jmc,0.0,0,3.0,1271.260502,763.3223877,6.349441051,False,-3.29385,37.0703
rwk,rwaa1238,Rwa,Atlantic-Congo,Africa,90000.0,Bromham,rwk,,0,2.0,1129.20517,763.3223877,6.349441051,False,-3.42862,36.7686
vin,vinz1238,Vinza,Atlantic-Congo,Africa,10000.0,Bromham,vin,,0,2.0,3666.052812,729.8368683,5.454065204,False,-4.99312,30.5699
kin,kiny1244,Kinyarwanda,Atlantic-Congo,Africa,7189000.0,Bromham,kin,,1,10.0,28465.63812,811.8449707,6.208164692,False,-1.56771,29.6441
tbt,temb1270,Tembo (Kitembo),Atlantic-Congo,Africa,150000.0,Bromham,tbt,,0,6.0,4174.58767,801.5275574,6.076093197,False,-1.91863,28.5778
shr,shii1238,Shi,Atlantic-Congo,Africa,654000.0,Bromham,shr,,0,7.0,5445.110422,978.7523041,6.139311314,False,-2.55777,28.6122
sxb,suba1238,Suba,Atlantic-Congo,Africa,139000.0,Bromham,sxb,0.0,0,1.0,673.6381732,671.4438934,4.875414789,False,-0.95719,34.1033
guz,gusi1247,Gusii,Atlantic-Congo,Africa,2205300.0,Bromham,guz,0.184822381,0,6.0,5877.252698,954.5909424,5.970880508,False,-0.78872,34.76751
hay,haya1250,Haya,Atlantic-Congo,Africa,1300000.0,Bromham,hay,0.0,0,6.0,7623.819296,327.2502747,4.758871555,False,-1.70878,31.4846
now,nyam1277,Nyambo,Atlantic-Congo,Africa,400000.0,Bromham,now,,0,3.0,8519.433345,569.5476227,5.483518124,False,-1.6096,30.9156
tlj,tali1258,Talinga-Bwisi,Atlantic-Congo,Africa,99400.0,Bromham,tlj,0.0,0,5.0,710.1512002,794.3045044,6.016417265,False,0.676185,29.9494
nix,hema1238,Hema,Atlantic-Congo,Africa,125000.0,Bromham,nix,,0,12.0,1827.28637,794.3045044,6.016417265,False,1.04953,30.0872
ruc,ruul1235,Ruuli,Atlantic-Congo,Africa,160000.0,Bromham,ruc,,0,4.0,3883.508473,611.4910583,4.989683151,False,1.41726,32.4179
sgm,sing1266,Singa,Atlantic-Congo,Africa,,,,,0,1.0,12004.80146,253.5114899,3.505756617,False,-0.24587,33.8997
zdj,ngaz1238,Ngazidja Comorian,Atlantic-Congo,Africa,300000.0,Bromham,zdj,,0,0.0,1031.561778,121.718516,5.547872543,False,-11.6129,43.36
wlc,mwal1237,Mwali Comorian,Atlantic-Congo,Africa,27200.0,Bromham,wlc,,0,0.0,209.3253412,125.6003456,5.547872543,False,-12.3164,43.741
cwe,kwer1261,Kwere,Atlantic-Congo,Africa,98000.0,Bromham,cwe,0.0,0,7.0,3055.11363,835.9802856,5.52472496,False,-6.50666,38.4449
kcu,kami1256,Kami (Tanzania),Atlantic-Congo,Africa,16400.0,Bromham,kcu,0.0,0,4.0,1248.168265,911.5475159,5.795998693,False,-6.71075,37.98
sbm,saga1256,Sagala,Atlantic-Congo,Africa,79000.0,Bromham,sbm,,0,5.0,7835.19337,1344.842285,6.271895409,False,-6.98537,36.9153
vid,vidu1238,Vidunda,Atlantic-Congo,Africa,32000.0,Bromham,vid,,0,3.0,414.4296723,1344.842285,6.271895409,False,-7.52674,36.9316
nkv,nyik1246,Nyika (Malawi and Zambia),Atlantic-Congo,Africa,10000.0,Bromham,nkv,,0,4.0,1412.948309,1176.769958,6.323767662,False,-10.0231,33.481
rnw,rung1255,Rungwa,Atlantic-Congo,Africa,18000.0,Bromham,rnw,,0,2.0,482.4959089,904.9875488,6.165491581,False,-7.24959,31.7614
mwn,nyam1275,Nyamwanga,Atlantic-Congo,Africa,227000.0,Bromham,mwn,,0,7.0,14160.15162,988.7066956,6.074132442,False,-9.11261,32.3163
wbh,wand1264,Wanda,Atlantic-Congo,Africa,24000.0,Bromham,wbh,,0,5.0,2735.865755,873.4441833,5.903182507,False,-8.34522,32.4375
mgr,mamb1296,Mambwe-Lungu,Atlantic-Congo,Africa,502000.0,Bromham,mgr,0.0,0,6.0,23731.13451,819.4627075,5.76186657,False,-8.86817,31.2269
nmg,kwas1243,Kwasio,Atlantic-Congo,Africa,22000.0,Bromham,nmg,,0,9.0,2925.637454,457.6801147,5.3251489,False,2.39354,10.0812
gyi,gyel1242,Gyele,Atlantic-Congo,Africa,4279.0,Bromham,gyi,,0,9.0,8616.31581,457.6801147,5.3251489,False,2.47457,10.2493
sox,soca1235,So (Cameroon),Atlantic-Congo,Africa,9000.0,Bromham,sox,,0,5.0,767.0276222,209.9494362,4.268393397,False,3.68257,12.525
biw,kolc1235,Kol (Cameroon),Atlantic-Congo,Africa,12000.0,Bromham,biw,,0,3.0,672.6283074,209.9494362,4.268393397,False,3.65994,12.8574
mcp,maka1304,Makaa,Atlantic-Congo,Africa,80000.0,Bromham,mcp,0.0,0,8.0,7999.180172,246.3834254,4.360156457,False,4.15471,13.0789
mkk,byep1241,Byep-Besep,Atlantic-Congo,Africa,9500.0,Bromham,mkk,,0,6.0,1442.171543,208.499012,4.258697629,False,4.57276,13.46245
bdu,orok1266,Oroko,Atlantic-Congo,Africa,106000.0,Bromham,bdu,0.0,0,11.0,5174.899553,670.6317596,5.848070502,False,4.89504,9.15209
bwt,bafa1247,Bafaw-Balong,Atlantic-Congo,Africa,8400.0,Bromham,bwt,,0,10.0,1155.418977,735.1792603,5.619105816,False,4.53307,9.522
bri,mokp1239,Mokpwe,Atlantic-Congo,Africa,32200.0,Bromham,bri,0.0,0,6.0,719.1786712,670.6317596,5.848070502,False,4.24178,9.23887
bqm,wumb1241,Wumboko-Bubia,Atlantic-Congo,Africa,4000.0,Bromham,bqm,,0,4.0,1037.006187,670.6317596,5.848070502,False,4.24717,9.08026
bss,akoo1248,Akoose,Atlantic-Congo,Africa,100000.0,Bromham,bss,0.0,0,5.0,1957.230293,1330.718506,6.410482407,False,4.9243,9.65522
bqz,baka1273,Bakaka,Atlantic-Congo,Africa,30000.0,Bromham,bqz,,0,6.0,650.7953406,917.5430145,6.092959404,False,4.79991,9.80402
oci,occi1239,Occitan,Indo-European,Eurasia,213810.0,Bromham,oci,,1,10.0,194226.2088,1200.480713,6.025136948,False,44.1415,6.82979
lij,ligu1248,Ligurian,Indo-European,Eurasia,500000.0,Bromham,lij,,0,4.0,6245.190195,1325.422119,6.550533772,False,44.0816,7.90522
itk,jude1255,Judeo-Italian,Indo-European,Eurasia,250.0,Bromham,itk,,0,7.0,39971.1894,744.8363037,6.023733616,False,43.1284,11.4723
roh,roma1326,Romansh,Indo-European,Eurasia,35100.0,Bromham,roh,,1,5.0,4079.992963,2079.681641,6.67594099,False,46.5538,9.92812
sdn,gall1276,Gallurese Sardinian,Indo-European,Eurasia,100000.0,Bromham,sdn,,0,2.0,1655.917202,455.8967896,6.322826624,False,41.1131,9.24279
cos,cors1241,Corsican,Indo-European,Eurasia,31000.0,Bromham,cos,,0,2.0,8789.103535,455.8967896,6.322826624,False,41.7,9.25537
sdc,sass1235,Sassarese Sardinian,Indo-European,Eurasia,100000.0,Bromham,sdc,,0,2.0,908.4600276,399.9194234,6.20719099,False,40.748,8.39332
cih,chin1475,Chinali,Indo-European,Eurasia,750.0,Bromham,cih,,0,4.0,716.6217847,2684.258057,6.88186121,False,32.555,76.961
lhl,lahu1250,Lahul Lohar,Indo-European,Eurasia,750.0,Bromham,lhl,,0,3.0,845.7570679,2684.258057,6.88186121,False,32.583,77.0
knn,konk1267,Konkan Marathi,Indo-European,Eurasia,2420000.0,Bromham,knn,,1,5.0,11727.25104,254.2202072,5.757312059,False,19.2414,73.9166
phd,phud1238,Phudagi,Indo-European,Eurasia,1010.0,Bromham,phd,,0,1.0,615.3616936,254.2202072,5.757312059,False,18.7153,73.3684
odk,oddd1238,Od,Indo-European,Eurasia,50000.0,Bromham,odk,,0,0.0,129.7719367,81.64800644,3.345421553,False,27.53636,67.84754
kvx,park1237,Parkari Koli,Indo-European,Eurasia,250000.0,Bromham,kvx,,0,6.0,8261.983754,74.47328949,3.460005522,False,24.486,69.9423
mve,marw1256,Marwari (Pakistan),Indo-European,Eurasia,220000.0,Bromham,mve,,0,7.0,33261.11103,141.2304649,3.499833465,False,28.3242,71.5671
mki,dhat1238,Dhatki,Indo-European,Eurasia,148400.0,Bromham,mki,,0,7.0,24937.76442,146.766573,3.770063519,False,26.4156,70.7826
soi,sonh1238,Sonha,Indo-European,Eurasia,580.0,Bromham,soi,,0,1.0,32.35329649,2464.208374,5.817158461,False,28.77817,81.21849
thl,dang1260,Dangaura Tharu,Indo-European,Eurasia,674000.0,Bromham,thl,,0,8.0,14380.20461,1236.356537,4.155774295,False,27.8834,81.7761
tdb,panc1246,Panchpargania,Indo-European,Eurasia,194000.0,Bromham,tdb,,0,5.0,3526.574003,497.3572845,5.300640345,False,23.447,85.7966
ghr,gher1238,Ghera,Indo-European,Eurasia,10000.0,Bromham,ghr,,0,2.0,1.555479492,326.743391,4.032702506,False,25.383,68.368
ggg,gurg1240,Gurgula,Indo-European,Eurasia,35300.0,Bromham,ggg,,0,2.0,1545.579234,521.1985931,4.379771829,False,25.737,68.565
rmo,sint1235,Sinte-Manus Romani,Indo-European,Eurasia,,,,,0,4.0,6407.464245,807.5537338,5.75056982,True,48.7,9.4
rmf,kalo1256,Kalo Finnish Romani,Indo-European,Eurasia,10000.0,Bromham,rmf,,0,2.0,29457.91394,114.6882172,4.047988415,False,60.45,24.43
rmw,wels1246,Welsh Romani,Indo-European,Eurasia,,,,,0,4.0,6407.464245,807.5537338,5.75056982,True,52.1166,-3.7888
rme,angl1239,Archaic Angloromani,Indo-European,North America,90000.0,Bromham,rme,,0,1.0,1633.142822,196.048645,4.218392849,False,39.0,-78.0
sjp,surj1235,Surjapuri,Indo-European,Eurasia,1220000.0,Bromham,sjp,,0,3.0,13165.07346,435.79916,4.368758202,False,25.686,85.792
rjs,rajb1243,Rajbanshi,Indo-European,Eurasia,143000.0,Bromham,rjs,,0,11.0,2216.007048,1486.648926,5.096989155,False,26.521945,88.038582
tov,uppe1235,Upper Taromi,Indo-European,Eurasia,,,,,0,3.0,7122.267782,1765.666443,6.634549379,False,36.5998,48.7301
xkp,kaba1276,Kabatei,Indo-European,Eurasia,,,,,0,1.0,109.7134649,2267.788818,6.853163242,False,37.0529,49.7603
okh,kore1279,Karanic,Indo-European,Eurasia,,,,,0,2.0,16499.96648,1616.094147,6.630557656,False,37.794,44.895
shm,shah1254,Shahrudi-Southern Talysh,Indo-European,Eurasia,,,,,0,4.0,2363.723896,2464.663208,7.057661533,False,36.7581,50.2074
xkj,kaja1247,Kajali,Indo-European,Eurasia,,,,,0,0.0,18855.95811,1610.985352,6.374935985,False,35.8989,53.4785
vaf,vafs1240,Vafsi,Indo-European,Eurasia,18000.0,Bromham,vaf,,0,1.0,92.74786687,821.007019,6.235831738,False,34.5309,50.0013
atn,asht1244,Ashtiani,Indo-European,Eurasia,21100.0,Bromham,atn,,0,3.0,5180.559069,1636.104034,6.636294961,False,37.7469,48.6808
esh,esht1238,Eshtehardi,Indo-European,Eurasia,,,,,0,4.0,6407.464245,1749.946976,6.709452748,False,35.7267,50.3677
tks,take1255,Takestani,Indo-European,Eurasia,220000.0,Bromham,tks,0.0,0,2.0,7444.215484,1425.54244,6.564005534,False,38.1971,47.9954
rat,raza1238,Razajerdi,Indo-European,Eurasia,,,,,0,4.0,2677.115515,1749.946976,6.709452748,False,36.267,50.002
bhh,bukh1238,Bukharic,Indo-European,Eurasia,10000.0,Bromham,bhh,,0,2.0,89.4548658,479.2682266,4.504101872,False,41.0,64.0
tgk,taji1245,Tajik,Indo-European,Eurasia,4274000.0,Bromham,tgk,,1,17.0,103746.0379,3109.350342,7.101435661,False,38.8213,68.5549
rop,krio1252,Kriol,Indo-European,Australia,4200.0,Bromham,rop,,0,30.0,1348472.011,157.361393,4.057382643,False,-18.135,137.669
hwc,hawa1247,Hawai'i Creole English,Indo-European,North America,600000.0,Koplenig,hwc,0.400000006,0,4.0,16691.71357,807.5537338,5.75056982,True,19.6287,-155.437
bxq,beel1236,Beele,Afro-Asiatic,Africa,120.0,Bromham,bxq,,0,2.0,103.5747332,672.5984802,5.173569322,False,10.1609,10.4204
bol,nucl1695,Bole,Afro-Asiatic,Africa,100000.0,Bromham,bol,0.0,0,8.0,5823.582196,346.9700928,5.006450653,False,11.4839,11.2322
lsd,lish1247,Lishana Deni,Afro-Asiatic,Eurasia,7500.0,Bromham,lsd,,0,3.0,231.8285319,965.9433594,6.142790556,False,31.7745,35.2225
bjf,barz1241,Barzani Jewish Neo-Aramaic,Afro-Asiatic,Eurasia,20.0,Bromham,bjf,,0,3.0,163.812352,965.9433594,6.142790556,False,31.7696,35.1536
trg,lish1246,Lishán Didán,Afro-Asiatic,Eurasia,4230.0,Bromham,trg,0.0,0,5.0,1425.592339,744.2796631,6.180737019,False,38.0,47.0
huy,hula1244,Hulaulá,Afro-Asiatic,Eurasia,,,,,0,4.0,919.1701375499999,467.9548645,5.006450653,True,31.9111,43.4865
cuu,taiy1242,Tai Ya,Tai-Kadai,Eurasia,50400.0,Bromham,cuu,,0,4.0,134.5538844,782.0926819,6.192025185,False,23.569,101.899
tiz,taih1246,Tai Hongjin,Tai-Kadai,Eurasia,85000.0,Bromham,tiz,,0,7.0,1754.341414,802.500473,6.261995912,False,23.3088,102.586
nod,nort2740,Northern Thai,Tai-Kadai,Eurasia,6029500.0,Bromham,nod,,0,32.0,73610.61008,647.2261963,5.903199673,False,18.857495,100.20739
kkh,khun1259,Khün,Tai-Kadai,Eurasia,106880.0,Bromham,kkh,,0,10.0,12928.08499,658.6688843,6.027511597,False,19.6062,99.3363
kht,kham1290,Khamti,Tai-Kadai,Eurasia,13000.0,Bromham,kht,,0,9.0,3925.305955,1437.862183,6.470178485,False,27.6653,97.0359
ksu,kham1291,Khamyang,Tai-Kadai,Eurasia,50.0,Bromham,ksu,,0,0.0,294.6862057,2686.365173,6.832620025,False,26.88946,93.99325
tdd,tain1252,Tai Nüa,Tai-Kadai,Eurasia,717400.0,Bromham,tdd,,0,39.0,31049.84933,1525.952393,6.605379581,False,21.7837,99.722
try,turu1249,Turung,Tai-Kadai,Eurasia,,,,,0,0.0,3007.143117,2148.637939,6.534326077,False,26.3441,92.2676
tjl,tail1248,Tai Laing,Tai-Kadai,Eurasia,,,,,0,5.0,2252.084355,763.236042,5.901335478,True,24.9041,95.0772
tyj,taid1248,Tai Do-Mene-Yo,Tai-Kadai,Eurasia,300.0,Bromham,tyj,,0,8.0,6149.397883,807.9206238,5.943467379,False,19.1801,104.938
tpo,taip1250,Tai Pao,Tai-Kadai,Eurasia,3300.0,Bromham,tpo,,0,4.0,212.5528435,873.1468506,5.89741087,False,18.5562,104.658
nem,nemi1240,Nemi,Austronesian,Papunesia,910.0,Bromham,nem,,0,4.0,285.8462959,282.3995056,5.718149662,False,-20.6791,164.797
fwa,fwai1237,Fwâi,Austronesian,Papunesia,1860.0,Bromham,fwa,,0,2.0,91.89200103,282.3995056,5.718149662,False,-20.6873,164.901
hvk,have1241,Haveke,Austronesian,Papunesia,300.0,Bromham,hvk,,0,6.0,244.6694798,282.3995056,5.718149662,False,-21.0249,164.753
grw,gwed1239,Gweda,Austronesian,Papunesia,26.0,Bromham,grw,,0,2.0,2.686733909,724.4180908,6.134134293,False,-10.2173,150.421
mum,maiw1249,Maiwala,Austronesian,Papunesia,2450.0,Bromham,mum,,0,5.0,101.6257115,724.4180908,6.134134293,False,-10.3282,150.33
hgw,haig1237,Haigwai,Austronesian,Papunesia,1060.0,Bromham,hgw,,0,4.0,158.5694319,724.4180908,6.134134293,False,-10.2741,150.256
ykk,yaka1275,Yakaikeke,Austronesian,Papunesia,100.0,Bromham,ykk,,0,1.0,2.340803706,724.4180908,6.134134293,False,-10.0852,149.982
wed,weda1241,Wedau,Austronesian,Papunesia,2200.0,Bromham,wed,0.0,0,6.0,125.464177,724.4180908,6.134134293,False,-10.1246,150.172
baa,baba1268,Babatana,Austronesian,Papunesia,7070.0,Bromham,baa,0.0,0,2.0,1998.587018,187.9834595,5.464271069,False,-7.22281,157.149
pex,peta1245,Petats,Austronesian,Papunesia,2000.0,Bromham,pex,,0,0.0,5.10047742,529.6743622,6.531032801,False,-5.34068,154.593
blp,blab1237,Blablanga,Austronesian,Papunesia,1770.0,Bromham,blp,,0,3.0,739.6231395,275.156105,5.642580271,False,-8.15058,159.419
jaj,zaza1245,Zazao,Austronesian,Papunesia,10.0,Bromham,jaj,,0,2.0,38.42422414,275.156105,5.642580271,False,-8.18719,159.255
sbb,simb1256,Simbo,Austronesian,Papunesia,2700.0,Bromham,sbb,,0,2.0,20.4675529,282.933665,5.672062238,False,-8.26947,156.541
rug,rovi1238,Roviana,Austronesian,Papunesia,9870.0,Bromham,rug,0.618476987,1,4.0,958.5314243,173.9344635,5.439502239,False,-8.20493,157.408
mvo,maro1244,Marovo,Austronesian,Papunesia,8090.0,Bromham,mvo,,0,4.0,1078.530758,173.9344635,5.439502239,False,-8.37943,157.747
mpr,vang1243,Vangunu,Austronesian,Papunesia,910.0,Bromham,mpr,,0,1.0,431.0253979,222.1152344,5.601763566,False,-8.66826,157.997
akt,akol1237,Akolet,Austronesian,Papunesia,950.0,Bromham,akt,,0,3.0,143.1208419,576.4456024,6.238593578,False,-6.22711,150.182
let,lesi1239,Lesing-Gelimi,Austronesian,Papunesia,2000.0,Bromham,let,,0,2.0,54.45430844,576.4456024,6.238593578,False,-6.19889,150.506
avb,avau1237,Avau,Austronesian,Papunesia,620.0,Bromham,avb,,0,3.0,30.5257839,576.4456024,6.238593578,False,-6.24342,150.427
apo,apal1255,Apalik,Austronesian,Papunesia,1200.0,Bromham,apo,,0,0.0,4.55679011,576.4456024,6.238593578,False,-6.29002,149.96
gip,gimi1242,Gimi (West New Britain),Austronesian,Papunesia,3700.0,Bromham,gip,,0,4.0,300.1188896,797.8806229,6.52510802,False,-6.02464,149.478
aaw,solo1258,Solong,Austronesian,Papunesia,2200.0,Bromham,aaw,,0,2.0,1002.856973,613.0570679,6.149116993,False,-5.86129,148.825
mwg,aikl1237,Aiklep,Austronesian,Papunesia,3700.0,Bromham,mwg,,0,2.0,39.15459801,797.8806229,6.52510802,False,-6.23575,149.571
ojv,onto1237,Luangiua,Austronesian,Papunesia,2370.0,Bromham,ojv,,0,0.0,4.392069563,471.6794891,3.82053256,True,-5.49029,159.701
stw,sata1237,Satawalese,Austronesian,Papunesia,460.0,Bromham,stw,,0,0.0,1.181750703,471.6794891,5.882055283,True,7.36084,147.038
ywl,west1506,Western Lalu,Sino-Tibetan,Eurasia,38000.0,Bromham,ywl,,0,4.0,4670.447002,1394.211899,6.678578973,False,24.73,98.9
ywt,xish1235,Xishanba Lalo,Sino-Tibetan,Eurasia,213000.0,Bromham,ywt,0.0,0,8.0,15267.42917,1053.026917,6.509886026,False,24.8709,100.711
yit,east2696,Eastern Lalu,Sino-Tibetan,Eurasia,38000.0,Bromham,yit,,0,1.0,3161.822309,813.2087402,6.295445283,False,23.585,101.546
ypm,phum1235,Phuma,Sino-Tibetan,Eurasia,8000.0,Bromham,ypm,,0,5.0,1790.453518,982.96875,6.227783203,False,23.1,104.05
ybk,bokh1237,Bokha,Sino-Tibetan,Eurasia,10000.0,Bromham,ybk,,0,6.0,1624.356358,822.9082642,6.331966639,False,23.05,103.7
ymc,sout2722,Southern Muji,Sino-Tibetan,Eurasia,26000.0,Bromham,ymc,,0,3.0,651.6838756,822.9082642,6.331966639,False,22.87312,103.306087
ymx,nort2716,Northern Muji,Sino-Tibetan,Eurasia,9000.0,Bromham,ymx,,0,5.0,985.3996973,822.9082642,6.331966639,False,23.031191,103.418697
cli,chak1271,Chakali,Atlantic-Congo,Africa,6000.0,Bromham,cli,,0,2.0,348.6340478,154.2644596,4.186808705,False,9.83446,-1.90181
tpm,tamp1252,Tampulma,Atlantic-Congo,Africa,16000.0,Bromham,tpm,0.0,0,3.0,424.9061613,154.2644596,4.186808705,False,9.75577,-1.35467
bud,ntch1242,Ntcham,Atlantic-Congo,Africa,157000.0,Bromham,bud,0.0,0,4.0,2355.45063,292.2907104,4.891437054,False,9.23971,0.599275
aks,akas1242,Akaselem,Atlantic-Congo,Africa,47500.0,Bromham,aks,,0,7.0,935.7624523,246.9960098,4.595091581,False,8.8858,1.37035
kus,kusa1250,Kusaal,Atlantic-Congo,Africa,438200.0,Bromham,kus,0.0,0,4.0,3818.890181,247.1611328,4.408506632,False,10.9703,-0.38756
tbz,dita1238,Ditammari,Atlantic-Congo,Africa,147500.0,Bromham,tbz,0.0,0,13.0,4297.751684,299.320343,4.737091064,False,10.1614,1.18045
mql,mbel1240,Mbelime,Atlantic-Congo,Africa,39900.0,Bromham,mql,,0,6.0,1803.884005,299.320343,4.737091064,False,10.4532,0.95645
kwm,kwam1251,Kwambi,Atlantic-Congo,Africa,32700.0,Bromham,kwm,,0,2.0,4626.266196,187.7311198,3.955901464,False,-18.0339,15.7294
ndo,ndon1254,Ndonga,Atlantic-Congo,Africa,807000.0,Bromham,ndo,0.0,0,4.0,40944.00118,138.8389816,3.780305266,False,-17.6417,19.1631
nne,ngan1300,Ngandyera,Atlantic-Congo,Africa,13100.0,Bromham,nne,,0,0.0,23277.41527,133.4711609,3.745026112,False,-16.6359,21.1928
mfu,mbwe1238,Mbwela,Atlantic-Congo,Africa,222000.0,Bromham,mfu,,0,14.0,189399.5516,265.3576355,4.488793373,False,-13.3267,18.2243
mck,mbun1249,Mbunda,Atlantic-Congo,Africa,218000.0,Bromham,mck,0.0,0,9.0,21445.01266,147.4065285,3.913027883,False,-14.603,21.9768
lum,luim1238,Luimbi,Atlantic-Congo,Africa,43900.0,Bromham,lum,,0,5.0,26209.18153,524.3982544,5.282084465,False,-11.2221,17.5385
kcv,kete1252,Kete,Atlantic-Congo,Africa,8400.0,Bromham,kcv,0.0,0,7.0,11050.32106,323.288269,4.669653893,False,-7.15104,22.9027
rnd,ruun1238,Ruund,Atlantic-Congo,Africa,251500.0,Bromham,rnd,,0,7.0,56045.60028,246.6343536,4.572541714,False,-8.86971,21.4164
yns,yans1239,Yansi,Atlantic-Congo,Africa,100000.0,Bromham,yns,0.0,0,11.0,21706.42366,211.6596298,4.243770242,False,-3.8231,18.2341
zmp,mpuo1241,Mbuun,Atlantic-Congo,Africa,165000.0,Bromham,zmp,,0,5.0,7782.009686,266.3155568,4.499850035,False,-5.21134,19.4269
nkw,nkut1238,Nkutu,Atlantic-Congo,Africa,40000.0,Bromham,nkw,,0,7.0,15145.24505,108.5445404,4.180499077,False,-3.67432,22.6802
soe,song1305,Ohendo,Atlantic-Congo,Africa,50000.0,Bromham,soe,,0,4.0,9244.06752,115.1385803,4.168966293,False,-3.81041,21.4223
ngc,ngom1268,Ngombe (Democratic Republic of Congo),Atlantic-Congo,Africa,150000.0,Bromham,ngc,,0,27.0,43653.00017,60.1333313,3.323036253,False,1.45357,20.14148
lgz,lige1238,Ligenza,Atlantic-Congo,Africa,43000.0,Bromham,lgz,,0,10.0,11804.12713,146.4344101,4.12488842,False,2.86168,22.4936
bkp,boko1263,Boko (Democratic Republic of Congo),Atlantic-Congo,Africa,21000.0,Bromham,bkp,,0,5.0,947.4706883,64.61572266,3.068231583,False,1.51612,18.8806
loq,loba1239,Lobala,Atlantic-Congo,Africa,60000.0,Bromham,loq,,0,11.0,5615.796051,94.94940567,3.283120275,False,2.04881,18.3667
mmu,mmaa1238,Mmaala,Atlantic-Congo,Africa,5300.0,Bromham,mmu,,0,4.0,182.2483568,786.6901398,5.513936996,False,4.52188,11.0599
two,tswa1237,Tswapong,Atlantic-Congo,Africa,2000.0,Bromham,two,,0,5.0,15717.34536,400.2627665,5.059960206,False,-23.40552,27.42009
nso,pedi1238,Pedi,Atlantic-Congo,Africa,4620000.0,Bromham,nso,0.662733972,1,11.0,78923.14349,659.1123047,6.029454708,False,-24.7993,29.4718
tsn,tswa1253,Tswana,Atlantic-Congo,Africa,5181700.0,Bromham,tsn,0.574472487,1,33.0,671377.3758,166.8915176,4.023976207,False,-24.368,24.7587
tsc,tswa1255,Tswa,Atlantic-Congo,Africa,1160000.0,Bromham,tsc,,0,7.0,97983.1239,169.6006622,4.189221382,False,-22.9891,32.4287
toh,gito1238,Gitonga,Atlantic-Congo,Africa,375000.0,Bromham,toh,0.0,0,3.0,5868.31018,147.9141846,4.10219264,False,-23.7964,35.1577
cce,chop1243,Chopi,Atlantic-Congo,Africa,760000.0,Bromham,cce,0.0,0,4.0,8189.295754,121.0010948,4.003933787,False,-24.8327,34.1097
run,rund1242,Rundi,Atlantic-Congo,Africa,10000000.0,Bromham,run,,1,5.0,25112.41755,1305.614136,6.414527416,False,-1.44174,31.3191
haq,haaa1252,Ha,Atlantic-Congo,Africa,990000.0,Bromham,haq,,0,9.0,14076.91397,863.0408936,5.572983742,False,-3.77873,30.4894
nyg,nyin1248,Nyindu,Atlantic-Congo,Africa,8400.0,Bromham,nyg,,0,4.0,1049.140094,978.7523041,6.139311314,False,-3.03802,28.6434
hav,havu1238,Havu,Atlantic-Congo,Africa,506000.0,Bromham,hav,,0,3.0,1196.07063,801.5275574,6.076093197,False,-1.99975,28.8624
hke,hund1239,Hunde,Atlantic-Congo,Africa,200000.0,Bromham,hke,0.0,0,5.0,3229.001507,759.1260834,5.973542094,False,-1.46762,28.9308
ngq,ngur1263,Ngoreme,Atlantic-Congo,Africa,55000.0,Bromham,ngq,,0,4.0,1218.383687,584.9519272,4.817117929,False,-1.8485,34.6173
zak,zana1238,Zanaki,Atlantic-Congo,Africa,100000.0,Bromham,zak,,0,6.0,914.2897386,584.9519272,4.817117929,False,-2.26367,34.0542
ikz,ikiz1238,Ikizu,Atlantic-Congo,Africa,55000.0,Bromham,ikz,,0,5.0,641.1392521,584.9519272,4.817117929,False,-1.9915,34.3589
cwa,kabw1241,Kabwa,Atlantic-Congo,Africa,14000.0,Bromham,cwa,,0,4.0,81.82566672,584.9519272,4.817117929,False,-1.7124,34.3923
kuj,kuri1259,Kuria,Atlantic-Congo,Africa,690000.0,Bromham,kuj,,0,8.0,3399.439978,810.7546946,5.331967513,False,-1.50636,34.5049
